Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Source_Sheet,Source_DB
Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206,1/20,1.7855195476470426E-2,2.767555298852916E-2,0,0,61.804953560371516,248.79341471282055,PDHA1,Gluconeogenesis,wikipathways
PI3K/AKT/mTOR - VitD3 signaling WP4141,1/22,1.9624065171284413E-2,2.889675068951951E-2,0,0,55.913165266106439,219.79457723601951,PDHA1,Gluconeogenesis,wikipathways
Glutathione metabolism WP100,1/23,2.0507371457078361E-2,2.889675068951951E-2,0,0,53.36898395721925,207.44368622737056,IDH1,Gluconeogenesis,wikipathways
Lipid Metabolism Pathway WP3965,1/29,2.5791446852810002E-2,3.4762384888570003E-2,0,0,41.920168067226889,153.33191684558912,PDHA1,Gluconeogenesis,wikipathways
Type 2 papillary renal cell carcinoma WP4241,1/34,3.0174267482518016E-2,3.7416091678322341E-2,0,0,35.559714795008915,124.48623298308226,FH,Gluconeogenesis,wikipathways
Fatty acid beta-oxidation WP143,1/34,3.0174267482518016E-2,3.7416091678322341E-2,0,0,35.559714795008915,124.48623298308226,DLD,Gluconeogenesis,wikipathways
Photodynamic therapy-induced HIF-1 survival signaling WP3614,1/37,3.2795014804391599E-2,3.8654829960872175E-2,0,0,32.591503267973856,111.38077026649427,PDHA1,Gluconeogenesis,wikipathways
Sleep regulation WP3591,1/38,3.3667109965920927E-2,3.8654829960872175E-2,0,0,31.70906200317965,107.5328454820737,DLAT,Gluconeogenesis,wikipathways
Tryptophan metabolism WP465,1/42,3.7148070085386981E-2,4.1128220451678445E-2,0,0,28.609756097560975,94.207448212762941,OGDH,Gluconeogenesis,wikipathways
Sterol regulatory element-binding proteins (SREBP) signaling WP1982,1/69,6.033663736484967E-2,6.4497784769322053E-2,0,0,17.226643598615915,48.3692416453001,MDH1,Gluconeogenesis,wikipathways
Pathways in clear cell renal cell carcinoma WP4018,1/85,7.3828067413955145E-2,7.6289002994420319E-2,0,0,13.934173669467787,36.312683743324982,MDH1,Gluconeogenesis,wikipathways
VEGFA-VEGFR2 Signaling Pathway WP3888,1/432,0.32512562237918019,0.32512562237918019,0,0,2.6683499385833218,2.9980076052940663,IDH2,Gluconeogenesis,wikipathways
Electron Transport Chain (OXPHOS system in mitochondria) WP111,2/103,1.4014910364866255E-3,9.8104372554063783E-3,0,0,43.757975797579761,287.49946574133952,UQCR10;SDHA,Gluconeogenesis,wikipathways
Nonalcoholic fatty liver disease WP4396,2/155,3.1349527155465568E-3,1.0248570257713745E-2,0,0,28.81045751633987,166.0963552659853,UQCR10;SDHA,Gluconeogenesis,wikipathways
Mitochondrial CII Assembly WP4920,1/8,4.3922443961630329E-3,1.0248570257713745E-2,0,0,285.45714285714286,1549.4370877511301,SDHA,Gluconeogenesis,wikipathways
TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453,1/16,8.7669723009575276E-3,1.1500908573952579E-2,0,0,133.16,630.7474630602054,SDHA,Gluconeogenesis,wikipathways
Mitochondrial complex III assembly WP4921,1/16,8.7669723009575276E-3,1.1500908573952579E-2,0,0,133.16,630.7474630602054,UQCR10,Gluconeogenesis,wikipathways
TCA Cycle (aka Krebs or citric acid cycle) WP78,1/18,9.8579216348164949E-3,1.1500908573952579E-2,0,0,117.48235294117647,542.70737038143443,SDHA,Gluconeogenesis,wikipathways
Amino Acid metabolism WP3925,1/91,4.8938487444328285E-2,4.8938487444328285E-2,0,0,22.11,66.71009583505662,SDHA,Gluconeogenesis,wikipathways
Fatty Acid Biosynthesis WP357,3/22,6.4451106452766731E-8,1.7401798742247017E-6,0,0,630.72631578947369,10443.162003489322,FASN;ACACB;ACACA,Gluconeogenesis,wikipathways
Mitochondrial fatty acid synthesis pathway WP4317,2/5,1.3991087462114677E-6,1.8887968073854814E-5,0,0,2221,29938.358472423224,MCAT;ACACA,Gluconeogenesis,wikipathways
AMP-activated protein kinase (AMPK) signaling WP1403,3/69,2.1736023862629252E-6,1.9562421476366327E-5,0,0,181.14545454545456,2361.978167213847,FASN;ACACB;ACACA,Gluconeogenesis,wikipathways
Pathways in clear cell renal cell carcinoma WP4018,3/85,4.0852728151288471E-6,2.717734312193606E-5,0,0,145.6829268292683,1807.6515363015085,FASN;ACACB;ACACA,Gluconeogenesis,wikipathways
Biotin Metabolism (including IEMs) WP5031,2/9,5.0328413188770481E-6,2.717734312193606E-5,0,0,951.66666666666663,11609.882108963659,ACACB;ACACA,Gluconeogenesis,wikipathways
Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206,2/20,2.6504300251431722E-5,1.1296952328791889E-4,0,0,369.88888888888891,3897.964407357134,ACACB;ACACA,Gluconeogenesis,wikipathways
FOXA2 pathway WP5066,2/21,2.9288394926497492E-5,1.1296952328791889E-4,0,0,350.40350877192981,3657.623672658719,FASN;ACACA,Gluconeogenesis,wikipathways
Lipid Metabolism Pathway WP3965,2/29,5.6534016206557991E-5,1.9080230469713323E-4,0,0,246.4814814814815,2410.7535494184467,FASN;ACACA,Gluconeogenesis,wikipathways
Sterol regulatory element-binding proteins (SREBP) signaling WP1982,2/69,3.240717098843516E-4,9.722151296530548E-4,0,0,99.129353233830841,796.45932271971026,FASN;ACACA,Gluconeogenesis,wikipathways
Leptin signaling pathway WP2034,2/76,3.9314244610752611E-4,1.0614846044903206E-3,0,0,89.72072072072072,703.53054643324492,ACACB;ACACA,Gluconeogenesis,wikipathways
7q11.23 copy number variation syndrome WP4932,2/104,7.347039673000961E-4,1.8033642833729631E-3,0,0,65,469.04278885498962,ACACB;ACACA,Gluconeogenesis,wikipathways
Leptin and adiponectin WP3934,1/10,3.9936462613403625E-3,8.2944960812453682E-3,0,0,317.1904761904762,1751.8590547314027,ACACA,Gluconeogenesis,wikipathways
Liver X receptor pathway WP2874,1/10,3.9936462613403625E-3,8.2944960812453682E-3,0,0,317.1904761904762,1751.8590547314027,FASN,Gluconeogenesis,wikipathways
IL-18 signaling pathway WP4754,2/272,4.8882840152581755E-3,9.4274048865693391E-3,0,0,24.348148148148148,129.55440124056366,PPT2;ACACB,Gluconeogenesis,wikipathways
Omega-9 FA synthesis WP4724,1/14,5.5872022837974E-3,1.005696411083532E-2,0,0,219.54945054945054,1138.8637280375192,FASN,Gluconeogenesis,wikipathways
SREBF and miR33 in cholesterol and lipid homeostasis WP2011,1/16,6.3831440708516521E-3,1.0771555619562162E-2,0,0,190.25714285714287,961.57757966873419,FASN,Gluconeogenesis,wikipathways
VEGFA-VEGFR2 Signaling Pathway WP3888,2/432,1.1957001848216733E-2,1.899053234716775E-2,0,0,15.164341085271317,67.124019316910207,ACACB;ACACA,Gluconeogenesis,wikipathways
Metabolic reprogramming in colon cancer WP4290,1/42,1.6679797556906864E-2,2.4645038852455978E-2,0,0,69.515679442508713,284.56639751252425,FASN,Gluconeogenesis,wikipathways
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway WP4577,1/44,1.746796731842876E-2,2.4645038852455978E-2,0,0,66.275747508305642,268.2435666902731,ACACA,Gluconeogenesis,wikipathways
Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4718,1/46,1.8255584335152574E-2,2.4645038852455978E-2,0,0,63.323809523809523,253.50320962011816,FASN,Gluconeogenesis,wikipathways
Corticotropin-releasing hormone signaling pathway WP2355,1/93,3.6606264956983832E-2,4.7065197801836357E-2,0,0,30.900621118012424,102.2049130477516,ACACA,Gluconeogenesis,wikipathways
Angiopoietin Like Protein 8 Regulatory Pathway WP3915,1/132,5.1604870488467222E-2,6.1904438831541259E-2,0,0,21.658669574700109,64.199311974858205,FASN,Gluconeogenesis,wikipathways
Endoderm differentiation WP2853,1/141,5.5036928219595174E-2,6.1904438831541259E-2,0,0,20.257142857142856,58.740668168190489,ACACA,Gluconeogenesis,wikipathways
Brain-derived neurotrophic factor (BDNF) signaling pathway WP2380,1/144,5.6178529985824038E-2,6.1904438831541259E-2,0,0,19.829170829170828,57.092557604123598,ACACB,Gluconeogenesis,wikipathways
Mesodermal commitment pathway WP2857,1/147,5.7318924844019681E-2,6.1904438831541259E-2,0,0,19.418786692759294,55.520727497935795,ACACA,Gluconeogenesis,wikipathways
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,1/303,0.1149831829216247,0.11940561303399488,0,0,9.3140964995269631,20.146105687099649,ACACA,Gluconeogenesis,wikipathways
Nuclear Receptors Meta-Pathway WP2882,1/319,0.1207191050086845,0.1207191050086845,0,0,8.8382749326145547,18.686666393634923,FASN,Gluconeogenesis,wikipathways
Fatty acid beta-oxidation WP143,8/34,2.8599320165720318E-23,6.005857234801267E-22,0,0,159728,8291266.3302334575,CPT1A;ACADVL;ECHS1;CPT2;ACADL;ACSL1;ACSL3;ACADS,Gluconeogenesis,wikipathways
Mitochondrial LC-Fatty Acid Beta-Oxidation WP368,7/17,6.1229028057808718E-22,6.4290479460699157E-21,0,0,13987.4,683212.25552935491,CPT1A;ACADVL;CPT2;ACADL;ACSL1;ACSL3;ACADS,Gluconeogenesis,wikipathways
PPAR signaling pathway WP3942,5/67,2.0128490551944196E-11,1.4089943386360936E-10,0,0,535.75268817204301,13194.991272615236,CPT1A;CPT2;ACADL;ACSL1;ACSL3,Gluconeogenesis,wikipathways
Thermogenesis WP4321,4/108,5.534919061773268E-8,2.7069464710162031E-7,0,0,191.23076923076923,3195.390388384536,CPT1A;CPT2;ACSL1;ACSL3,Gluconeogenesis,wikipathways
Fatty Acid Biosynthesis WP357,3/22,6.4451106452766731E-8,2.7069464710162031E-7,0,0,630.72631578947369,10443.162003489322,ECHS1;ACSL1;ACSL3,Gluconeogenesis,wikipathways
Omega-3/Omega-6 FA synthesis WP4723,2/14,1.270931618352025E-5,3.8127948550560753E-5,0,0,555,6256.6122779936395,ACSL1;ACSL3,Gluconeogenesis,wikipathways
Omega-9 FA synthesis WP4724,2/14,1.270931618352025E-5,3.8127948550560753E-5,0,0,555,6256.6122779936395,ACSL1;ACSL3,Gluconeogenesis,wikipathways
Fatty acid transporters WP5061,2/18,2.1351432280008236E-5,5.6047509735021622E-5,0,0,416.16666666666669,4475.619360309719,ACSL1;ACSL3,Gluconeogenesis,wikipathways
PPAR-alpha pathway WP2878,2/26,4.5282143274541853E-5,1.0565833430726432E-4,0,0,277.33333333333331,2774.0537874782267,CPT1A;CPT2,Gluconeogenesis,wikipathways
Ferroptosis WP4313,2/40,1.0837395249617636E-4,2.2758530024197038E-4,0,0,175.03508771929825,1598.0568361483106,ACSL1;ACSL3,Gluconeogenesis,wikipathways
Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4718,2/46,1.4363165889914778E-4,2.7420589426200941E-4,0,0,151.12121212121212,1337.159543603372,ACSL1;ACSL3,Gluconeogenesis,wikipathways
Ciliary landscape WP4352,2/216,3.1145036099737853E-3,5.1628202638811472E-3,0,0,30.806853582554517,177.80746994389892,ECHS1;ACSL3,Gluconeogenesis,wikipathways
Ketogenesis and Ketolysis WP4742,1/8,3.1960315919264243E-3,5.1628202638811472E-3,0,0,407.85714285714283,2343.4840743955892,CPT2,Gluconeogenesis,wikipathways
Leptin and adiponectin WP3934,1/10,3.9936462613403625E-3,5.9904693920105438E-3,0,0,317.1904761904762,1751.8590547314027,CPT1A,Gluconeogenesis,wikipathways
IL-18 signaling pathway WP4754,2/272,4.8882840152581755E-3,6.8435976213614448E-3,0,0,24.348148148148148,129.55440124056366,CPT1A;ACADS,Gluconeogenesis,wikipathways
Nuclear Receptors Meta-Pathway WP2882,2/319,6.664061415446774E-3,8.7465806077738906E-3,0,0,20.68874868559411,103.671860843041,CPT1A;CPT2,Gluconeogenesis,wikipathways
Tryptophan metabolism WP465,1/42,1.6679797556906864E-2,2.0604455805590834E-2,0,0,69.515679442508713,284.56639751252425,ECHS1,Gluconeogenesis,wikipathways
AMP-activated protein kinase (AMPK) signaling WP1403,1/69,2.7273557473830964E-2,3.1819150386136127E-2,0,0,41.857142857142854,150.7626325151401,CPT1A,Gluconeogenesis,wikipathways
Fragile X Syndrome  WP4549,1/121,4.7395325572656036E-2,5.2384307211882995E-2,0,0,23.657142857142858,72.13610926322491,CPT1A,Gluconeogenesis,wikipathways
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706,1/158,6.1490064457543681E-2,6.4564567680420862E-2,0,0,18.048225659690626,50.334329635540946,CPT1A,Gluconeogenesis,wikipathways
Circadian rhythm related genes WP3594,1/201,7.7640891627719144E-2,7.7640891627719144E-2,0,0,14.137142857142857,36.129745169116553,CPT1A,Gluconeogenesis,wikipathways
Synthesis and Degradation of Ketone Bodies WP311,2/5,7.4966635810394549E-7,1.2744328087767073E-5,0,0,3331.8333333333335,46990.969827806068,BDH1;HMGCS2,Gluconeogenesis,wikipathways
Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4718,2/46,7.7171196243681905E-5,6.559551680712962E-4,0,0,226.70454545454547,2146.7751285263748,HMGCS1;HMGCS2,Gluconeogenesis,wikipathways
PPAR signaling pathway WP3942,2/67,1.6439509275837475E-4,9.3157219229745702E-4,0,0,153.30000000000001,1335.7393739315212,HMGCS2;ACAA1,Gluconeogenesis,wikipathways
Amino Acid metabolism WP3925,2/91,3.0350366026081743E-4,1.2898905561084741E-3,0,0,111.82584269662921,905.80239687134815,HMGCS2;ACAA1,Gluconeogenesis,wikipathways
Mevalonate pathway WP3963,1/7,2.0983872819732461E-3,6.7939337461452838E-3,0,0,666.26666666666665,4108.5908256912071,HMGCS1,Gluconeogenesis,wikipathways
Ketogenesis and Ketolysis WP4742,1/8,2.3978589692277472E-3,6.7939337461452838E-3,0,0,571.05714285714282,3445.2899826083253,BDH1,Gluconeogenesis,wikipathways
Mevalonate arm of cholesterol biosynthesis pathway WP4190,1/11,3.2958256764104633E-3,8.0041480712825536E-3,0,0,399.68,2284.2105915703851,HMGCS1,Gluconeogenesis,wikipathways
Cholesterol Biosynthesis Pathway WP197,1/15,4.4920683932145331E-3,9.0495576305825078E-3,0,0,285.42857142857144,1542.8675927558304,HMGCS1,Gluconeogenesis,wikipathways
SREBF and miR33 in cholesterol and lipid homeostasis WP2011,1/16,4.7909422750142686E-3,9.0495576305825078E-3,0,0,266.38666666666666,1422.7786907214238,HMGCS1,Gluconeogenesis,wikipathways
Fatty Acid Biosynthesis WP357,1/22,6.5826171479286674E-3,1.1190449151478734E-2,0,0,190.21904761904761,955.5316921910462,ACAA2,Gluconeogenesis,wikipathways
PPAR-alpha pathway WP2878,1/26,7.7755741446350474E-3,1.172651856675966E-2,0,0,159.75200000000001,775.87839812914592,ACAA1,Gluconeogenesis,wikipathways
Eicosanoid metabolism via lipooxygenases (LOX) WP4721,1/29,8.669508668721345E-3,1.172651856675966E-2,0,0,142.61428571428573,677.12452238539186,ACAA1,Gluconeogenesis,wikipathways
Eicosanoid metabolism via cyclooxygenases (COX) WP4719,1/30,8.9673377275220935E-3,1.172651856675966E-2,0,0,137.68965517241378,649.09195214683928,ACAA1,Gluconeogenesis,wikipathways
Endochondral Ossification with Skeletal Dysplasias WP4808,1/64,1.9049268540735301E-2,2.1589171012833343E-2,0,0,63.273015873015872,250.60711544601855,HMGCS1,Gluconeogenesis,wikipathways
Endochondral Ossification WP474,1/64,1.9049268540735301E-2,2.1589171012833343E-2,0,0,63.273015873015872,250.60711544601855,HMGCS1,Gluconeogenesis,wikipathways
Sterol regulatory element-binding proteins (SREBP) signaling WP1982,1/69,2.0524671815930529E-2,2.1807463804426188E-2,0,0,58.60588235294118,227.74993771071073,HMGCS1,Gluconeogenesis,wikipathways
Nuclear Receptors Meta-Pathway WP2882,1/319,9.1974887240547809E-2,9.1974887240547809E-2,0,0,12.374842767295597,29.52934114172427,ACAA1,Gluconeogenesis,wikipathways
Urea cycle and metabolism of amino groups WP497,3/21,1.9909621968197241E-8,1.990962196819724E-7,0,0,1109.7777777777778,19678.64914537227,OAT;CKM;CKB,Gluconeogenesis,wikipathways
Urea cycle and associated pathways WP4595,2/24,2.063922922489771E-5,1.0319614612448855E-4,0,0,453.90909090909093,4896.9151445711996,OAT;GOT2,Gluconeogenesis,wikipathways
Amino Acid metabolism WP3925,2/91,3.0350366026081743E-4,1.0116788675360582E-3,0,0,111.82584269662921,905.80239687134815,OAT;GOT2,Gluconeogenesis,wikipathways
Alanine and aspartate metabolism WP106,1/12,3.5949984464796287E-3,8.9841367864290662E-3,0,0,363.32727272727271,2044.8828145385057,GOT2,Gluconeogenesis,wikipathways
Biomarkers for pyrimidine metabolism disorders WP4584,1/15,4.4920683932145331E-3,8.9841367864290662E-3,0,0,285.42857142857144,1542.8675927558304,CKB,Gluconeogenesis,wikipathways
"NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence WP5046",1/24,7.1792448741713026E-3,1.1965408123618838E-2,0,0,173.66086956521738,857.28748845676546,GOT2,Gluconeogenesis,wikipathways
Metabolic reprogramming in colon cancer WP4290,1/42,1.2535476566438152E-2,1.5906142838158565E-2,0,0,97.331707317073167,426.23428554035564,GOT2,Gluconeogenesis,wikipathways
Glycolysis and Gluconeogenesis WP534,1/45,1.3425837026561787E-2,1.5906142838158565E-2,0,0,90.681818181818187,390.89071422300736,GOT2,Gluconeogenesis,wikipathways
Exercise-induced Circadian Regulation WP410,1/48,1.4315528554342706E-2,1.5906142838158565E-2,0,0,84.88085106382978,360.43893024633047,AZIN1,Gluconeogenesis,wikipathways
22q11.2 copy number variation syndrome WP4657,1/131,3.8666599358262888E-2,3.8666599358262888E-2,0,0,30.56,99.404929824076106,OAT,Gluconeogenesis,wikipathways
Glycogen Synthesis and Degradation WP500,10/40,1.9783128713231637E-26,1.5430840396320676E-24,0,0,3326.3333333333335,196868.93196238243,GYS2;GSK3B;GYS1;HK3;GSK3A;UGP2;GBE1;HK2;PGM1;HK1,Gluconeogenesis,wikipathways
Glucuronidation WP698,5/26,1.9420246519625378E-12,7.5738961426538969E-11,0,0,679.14965986394554,18314.825866288204,UGP2;PGM2;PGM5;PGM1;HK1,Gluconeogenesis,wikipathways
Pathways in clear cell renal cell carcinoma WP4018,5/85,9.51977109616949E-10,2.4751404850040673E-8,0,0,177.75,3692.3083423869493,HK3;PGM2;HK2;PGM1;HK1,Gluconeogenesis,wikipathways
Insulin Signaling WP481,4/160,1.8574514579113422E-6,3.601311759954645E-5,0,0,63.564102564102562,838.81129680069841,GYS2;GSK3B;GYS1;GSK3A,Gluconeogenesis,wikipathways
Glycolysis and Gluconeogenesis WP534,3/45,2.3085331794581057E-6,3.601311759954645E-5,0,0,158.30158730158729,2054.5801900265933,HK3;HK2;HK1,Gluconeogenesis,wikipathways
Angiopoietin Like Protein 8 Regulatory Pathway WP3915,3/132,5.9187674114198749E-5,7.3830794776036433E-4,0,0,51.315245478036175,499.54351032060424,GSK3B;GYS1;GSK3A,Gluconeogenesis,wikipathways
PI3K/AKT/mTOR - VitD3 signaling WP4141,2/22,7.5723892077986086E-5,7.3830794776036433E-4,0,0,199.68,1894.6470730177257,GSK3B;HK3,Gluconeogenesis,wikipathways
Regulation of apoptosis by parathyroid hormone-related protein WP3872,2/22,7.5723892077986086E-5,7.3830794776036433E-4,0,0,199.68,1894.6470730177257,GSK3B;GSK3A,Gluconeogenesis,wikipathways
T-Cell Receptor and Co-stimulatory Signaling WP2583,2/29,1.3278088986713745E-4,1.1507677121818578E-3,0,0,147.85925925925926,1319.9115485815607,GSK3B;GSK3A,Gluconeogenesis,wikipathways
IL-5 signaling pathway WP127,2/40,2.5416386531107297E-4,1.982478149426369E-3,0,0,105,869.14079279354064,GSK3B;GSK3A,Gluconeogenesis,wikipathways
Wnt Signaling Pathway WP363,2/52,4.3035527752799174E-4,3.0516101497439414E-3,0,0,79.751999999999995,618.14973402141493,GSK3B;GSK3A,Gluconeogenesis,wikipathways
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,3/303,6.8438880460281002E-4,4.4485272299182648E-3,0,0,21.875555555555554,159.40683150707721,GYS2;GSK3B;GYS1,Gluconeogenesis,wikipathways
AMP-activated protein kinase (AMPK) signaling WP1403,2/69,7.570983460178036E-4,4.5425900761068214E-3,0,0,59.465671641791047,427.32135097109114,GYS2;GYS1,Gluconeogenesis,wikipathways
Leptin signaling pathway WP2034,2/76,9.176063110616548E-4,4.9708664731752689E-3,0,0,53.821621621621624,376.4145417994182,GSK3B;GSK3A,Gluconeogenesis,wikipathways
PI3K-Akt signaling pathway WP4172,3/340,9.5593586022601324E-4,4.9708664731752689E-3,0,0,19.437190900098912,135.14328456048005,GYS2;GSK3B;GYS1,Gluconeogenesis,wikipathways
B Cell Receptor Signaling Pathway WP23,2/97,1.4886277004994327E-3,7.2570600399347344E-3,0,0,41.88,272.63463670031967,GSK3B;GSK3A,Gluconeogenesis,wikipathways
Nonalcoholic fatty liver disease WP4396,2/155,3.742863591746855E-3,1.7173138832720862E-2,0,0,25.928104575163399,144.88376689825418,GSK3B;GSK3A,Gluconeogenesis,wikipathways
Glycolysis in senescence WP5049,1/11,6.5817961978748346E-3,2.8521116857457614E-2,0,0,181.61818181818182,912.34941820810161,HK1,Gluconeogenesis,wikipathways
Computational Model of Aerobic Glycolysis WP4629,1/12,7.1781707148818458E-3,2.946827977688337E-2,0,0,165.099173553719,815.04685721649503,HK1,Gluconeogenesis,wikipathways
MAP3K1 role in promoting and blocking gonadal determination WP4872,1/17,1.0155125895608219E-2,3.6004537266247319E-2,0,0,113.47727272727273,520.83534082548363,GSK3B,Gluconeogenesis,wikipathways
Cori Cycle WP1946,1/17,1.0155125895608219E-2,3.6004537266247319E-2,0,0,113.47727272727273,520.83534082548363,HK1,Gluconeogenesis,wikipathways
Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664,1/17,1.0155125895608219E-2,3.6004537266247319E-2,0,0,113.47727272727273,520.83534082548363,GSK3B,Gluconeogenesis,wikipathways
NRF2-ARE regulation WP4357,1/23,1.3716673976595E-2,4.6517416094539563E-2,0,0,82.504132231404952,353.87203010919802,GSK3B,Gluconeogenesis,wikipathways
IL-7 signaling pathway WP205,1/25,1.4901244370148439E-2,4.833828627675326E-2,0,0,75.621212121212125,318.08630270790064,GSK3B,Gluconeogenesis,wikipathways
Wnt/beta-catenin signaling pathway in leukemia WP3658,1/26,1.5493040473318351E-2,4.833828627675326E-2,0,0,72.592727272727274,302.52034425805169,GSK3B,Gluconeogenesis,wikipathways
PI3K-AKT-mTOR signaling pathway and therapeutic opportunities WP3844,1/30,1.7856968008938604E-2,5.3570904026815816E-2,0,0,62.567398119122259,251.85639443535081,GSK3B,Gluconeogenesis,wikipathways
IL17 signaling pathway WP2112,1/32,1.9036979887302796E-2,5.3579484269681787E-2,0,0,58.524926686217007,231.83899894541258,GSK3B,Gluconeogenesis,wikipathways
miRNA regulation of prostate cancer signaling pathways WP3981,1/33,1.962649841488355E-2,5.3579484269681787E-2,0,0,56.69318181818182,222.85379213708367,GSK3B,Gluconeogenesis,wikipathways
The influence of laminopathies on Wnt signaling WP4844,1/35,2.0804561456238449E-2,5.3579484269681787E-2,0,0,53.352941176470587,206.61369382894844,GSK3B,Gluconeogenesis,wikipathways
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850,1/37,2.1981326879869451E-2,5.3579484269681787E-2,0,0,50.383838383838381,192.34342502593887,GSK3B,Gluconeogenesis,wikipathways
Photodynamic therapy-induced HIF-1 survival signaling WP3614,1/37,2.1981326879869451E-2,5.3579484269681787E-2,0,0,50.383838383838381,192.34342502593887,HK1,Gluconeogenesis,wikipathways
Melatonin metabolism and effects WP3298,1/37,2.1981326879869451E-2,5.3579484269681787E-2,0,0,50.383838383838381,192.34342502593887,GSK3B,Gluconeogenesis,wikipathways
TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036,1/42,2.4917571797868982E-2,5.683715211133486E-2,0,0,44.228381374722836,163.29923491461832,GSK3B,Gluconeogenesis,wikipathways
Metabolic reprogramming in colon cancer WP4290,1/42,2.4917571797868982E-2,5.683715211133486E-2,0,0,44.228381374722836,163.29923491461832,HK3,Gluconeogenesis,wikipathways
IL-6 signaling pathway WP364,1/43,2.5503850306368207E-2,5.683715211133486E-2,0,0,43.17316017316017,158.39912320457492,GSK3B,Gluconeogenesis,wikipathways
Regulation of Microtubule Cytoskeleton WP2038,1/46,2.7260747763880669E-2,5.8357135383794202E-2,0,0,40.288888888888891,145.1329634798573,GSK3B,Gluconeogenesis,wikipathways
Energy Metabolism WP1541,1/47,2.7845734763739902E-2,5.8357135383794202E-2,0,0,39.411067193675891,141.13400615713857,GSK3B,Gluconeogenesis,wikipathways
Exercise-induced Circadian Regulation WP410,1/48,2.8430399289540761E-2,5.8357135383794202E-2,0,0,38.570599613152808,137.3227634294791,UGP2,Gluconeogenesis,wikipathways
Synaptic signaling pathways associated with autism spectrum disorder WP4539,1/50,2.9598761568907096E-2,5.8978947597593132E-2,0,0,36.99257884972171,130.21471940651389,GSK3B,Gluconeogenesis,wikipathways
Copper homeostasis WP3286,1/52,3.0765835877853052E-2,5.8978947597593132E-2,0,0,35.538324420677363,123.7213609818225,GSK3B,Gluconeogenesis,wikipathways
Cardiac Progenitor Differentiation WP2406,1/53,3.1348890445829294E-2,5.8978947597593132E-2,0,0,34.853146853146853,120.68168393395273,GSK3B,Gluconeogenesis,wikipathways
The Overlap Between Signal Transduction Pathways that Contribute to a Range of LMNA Laminopathies WP4879,1/55,3.2514035214057754E-2,5.8978947597593132E-2,0,0,33.558922558922561,114.97566851206538,GSK3B,Gluconeogenesis,wikipathways
Cardiac Hypertrophic Response WP2795,1/55,3.2514035214057754E-2,5.8978947597593132E-2,0,0,33.558922558922561,114.97566851206538,GSK3B,Gluconeogenesis,wikipathways
Notch Signaling Pathway Netpath WP61,1/61,3.6001766128656791E-2,6.3013452324984093E-2,0,0,30.193939393939395,100.37030934492944,GSK3B,Gluconeogenesis,wikipathways
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863,1/62,3.6581932884295822E-2,6.3013452324984093E-2,0,0,29.697466467958272,98.245182252874329,GSK3B,Gluconeogenesis,wikipathways
Endometrial cancer WP4155,1/63,3.7161779576272667E-2,6.3013452324984093E-2,0,0,29.217008797653961,96.196255749374828,GSK3B,Gluconeogenesis,wikipathways
Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680,1/66,3.8899400851019943E-2,6.455645247616075E-2,0,0,27.864335664335666,90.469268293855038,GSK3B,Gluconeogenesis,wikipathways
Sterol regulatory element-binding proteins (SREBP) signaling WP1982,1/69,4.0634147279785517E-2,6.6030489329651471E-2,0,0,26.63101604278075,85.303045825353649,GSK3A,Gluconeogenesis,wikipathways
Chromosomal and microsatellite instability in colorectal cancer  WP4216,1/73,4.2942678013426154E-2,6.8357732347902864E-2,0,0,25.146464646464647,79.15828251915687,GSK3B,Gluconeogenesis,wikipathways
Prolactin Signaling Pathway WP2037,1/76,4.4670733264737819E-2,6.9686343892990998E-2,0,0,24.136969696969697,75.02824312324114,GSK3B,Gluconeogenesis,wikipathways
Alzheimer's disease WP2059,1/83,4.8691745544066009E-2,7.1490946202724517E-2,0,0,22.068736141906875,66.697144217431187,GSK3B,Gluconeogenesis,wikipathways
EGFR Tyrosine Kinase Inhibitor Resistance WP4806,1/84,4.9264907729901206E-2,7.1490946202724517E-2,0,0,21.801752464403066,65.635118984630409,GSK3B,Gluconeogenesis,wikipathways
MicroRNAs in cardiomyocyte hypertrophy WP1544,1/84,4.9264907729901206E-2,7.1490946202724517E-2,0,0,21.801752464403066,65.635118984630409,GSK3B,Gluconeogenesis,wikipathways
