HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
INPPL1,0.06,0.60912,BA11_MalesMDD,MDD,Human
INSR,-0.09,0.21075,BA11_MalesMDD,MDD,Human
IRAK1,0.08,0.44973,BA11_MalesMDD,MDD,Human
IRF1,0.07,0.63821,BA11_MalesMDD,MDD,Human
IRF7,0.24,0.60762,BA11_MalesMDD,MDD,Human
IRF9,-0.21,0.42551,BA11_MalesMDD,MDD,Human
IRS1,0.02,0.87694,BA11_MalesMDD,MDD,Human
IRS2,0.08,0.30326,BA11_MalesMDD,MDD,Human
ISG15,0.07,0.63657,BA11_MalesMDD,MDD,Human
ITCH,-0.08,0.25929,BA11_MalesMDD,MDD,Human
ITGA11,-0.13,0.48494,BA11_MalesMDD,MDD,Human
ITGA2B,0.36,0.09299,BA11_MalesMDD,MDD,Human
ITGA4,0.07,0.55501,BA11_MalesMDD,MDD,Human
ITGA5,0.04,0.81891,BA11_MalesMDD,MDD,Human
ITGA6,-0.11,0.50584,BA11_MalesMDD,MDD,Human
ITGAL,0.27,0.27236,BA11_MalesMDD,MDD,Human
ITGAM,0.14,0.42568,BA11_MalesMDD,MDD,Human
ITGAV,-0.22,0.14297,BA11_MalesMDD,MDD,Human
ITGB1,-0.06,0.46527,BA11_MalesMDD,MDD,Human
ITGB2,0.07,0.64865,BA11_MalesMDD,MDD,Human
ITGB3,1.74,0.13686,BA11_MalesMDD,MDD,Human
ITGB7,-0.03,0.92937,BA11_MalesMDD,MDD,Human
ITK,0.09,0.69051,BA11_MalesMDD,MDD,Human
ITPA,0.23,0.04840,BA11_MalesMDD,MDD,Human
ITPR1,0.08,0.16225,BA11_MalesMDD,MDD,Human
ITPR3,0.13,0.60852,BA11_MalesMDD,MDD,Human
IYD,-0.05,0.96350,BA11_MalesMDD,MDD,Human
JAG1,0.13,0.19821,BA11_MalesMDD,MDD,Human
JAK1,0.01,0.87721,BA11_MalesMDD,MDD,Human
JAK2,0.04,0.55669,BA11_MalesMDD,MDD,Human
JAK3,0.04,0.77662,BA11_MalesMDD,MDD,Human
JUN,-0.11,0.42307,BA11_MalesMDD,MDD,Human
JUNB,0.01,0.97581,BA11_MalesMDD,MDD,Human
JUP,0.08,0.69782,BA11_MalesMDD,MDD,Human
KAT5,-0.07,0.19681,BA11_MalesMDD,MDD,Human
KCNC3,0.11,0.72293,BA11_MalesMDD,MDD,Human
KCNJ10,-0.31,0.07388,BA11_MalesMDD,MDD,Human
KCNJ6,0.00,0.96989,BA11_MalesMDD,MDD,Human
KCNN2,0.11,0.22190,BA11_MalesMDD,MDD,Human
KDM1A,0.02,0.70753,BA11_MalesMDD,MDD,Human
KDR,-0.09,0.55556,BA11_MalesMDD,MDD,Human
KEAP1,-0.09,0.28817,BA11_MalesMDD,MDD,Human
KIDINS220,-0.05,0.45699,BA11_MalesMDD,MDD,Human
KIF3A,0.05,0.30506,BA11_MalesMDD,MDD,Human
KIF5A,-0.01,0.90963,BA11_MalesMDD,MDD,Human
KIT,0.00,0.97079,BA11_MalesMDD,MDD,Human
KITLG,0.05,0.61165,BA11_MalesMDD,MDD,Human
KLB,0.32,0.51100,BA11_MalesMDD,MDD,Human
KLC3,1.22,0.21909,BA11_MalesMDD,MDD,Human
KLF4,-0.30,0.36974,BA11_MalesMDD,MDD,Human
KMO,0.05,0.72075,BA11_MalesMDD,MDD,Human
KMT2A,0.00,0.98603,BA11_MalesMDD,MDD,Human
KNG1,0.08,0.81527,BA11_MalesMDD,MDD,Human
KRAS,-0.06,0.39752,BA11_MalesMDD,MDD,Human
KYNU,0.03,0.91222,BA11_MalesMDD,MDD,Human
L2HGDH,0.03,0.59610,BA11_MalesMDD,MDD,Human
LAMC1,-0.03,0.76637,BA11_MalesMDD,MDD,Human
LAMC3,-0.08,0.77986,BA11_MalesMDD,MDD,Human
LAT,-0.05,0.86022,BA11_MalesMDD,MDD,Human
LATS2,-0.02,0.86224,BA11_MalesMDD,MDD,Human
LCK,0.49,0.39899,BA11_MalesMDD,MDD,Human
LCP2,0.28,0.00512,BA11_MalesMDD,MDD,Human
LDHD,0.00,0.98519,BA11_MalesMDD,MDD,Human
LDLR,-0.10,0.41957,BA11_MalesMDD,MDD,Human
LEF1,0.02,0.88840,BA11_MalesMDD,MDD,Human
LEFTY1,0.10,0.76863,BA11_MalesMDD,MDD,Human
LEP,0.27,0.78621,BA11_MalesMDD,MDD,Human
LEPR,-0.07,0.55788,BA11_MalesMDD,MDD,Human
LIF,0.41,0.63652,BA11_MalesMDD,MDD,Human
LIMK1,0.11,0.53735,BA11_MalesMDD,MDD,Human
LIPE,-0.39,0.08738,BA11_MalesMDD,MDD,Human
LPAR1,-0.34,0.17774,BA11_MalesMDD,MDD,Human
LPAR6,0.16,0.35839,BA11_MalesMDD,MDD,Human
LPCAT3,0.01,0.95467,BA11_MalesMDD,MDD,Human
LPIN1,-0.05,0.50444,BA11_MalesMDD,MDD,Human
LPL,0.19,0.26213,BA11_MalesMDD,MDD,Human
LRP1,0.01,0.95533,BA11_MalesMDD,MDD,Human
LRP6,-0.14,0.04881,BA11_MalesMDD,MDD,Human
LRRK2,-0.06,0.42912,BA11_MalesMDD,MDD,Human
LSM4,0.00,0.96309,BA11_MalesMDD,MDD,Human
LTA4H,0.01,0.85037,BA11_MalesMDD,MDD,Human
LTB4R,-0.29,0.26724,BA11_MalesMDD,MDD,Human
LTC4S,1.07,0.58561,BA11_MalesMDD,MDD,Human
LYN,-0.14,0.43813,BA11_MalesMDD,MDD,Human
MAD1L1,-0.10,0.13357,BA11_MalesMDD,MDD,Human
MAD2L2,0.20,0.21546,BA11_MalesMDD,MDD,Human
MAF,0.13,0.34151,BA11_MalesMDD,MDD,Human
MAFA,-1.08,0.12521,BA11_MalesMDD,MDD,Human
MAGED1,0.06,0.38032,BA11_MalesMDD,MDD,Human
MALT1,-0.06,0.53395,BA11_MalesMDD,MDD,Human
MAML3,0.17,0.14936,BA11_MalesMDD,MDD,Human
MAOA,-0.03,0.82693,BA11_MalesMDD,MDD,Human
MAP1LC3C,0.03,0.95533,BA11_MalesMDD,MDD,Human
MAP2K1,0.04,0.63331,BA11_MalesMDD,MDD,Human
MAP2K3,0.05,0.77617,BA11_MalesMDD,MDD,Human
MAP2K4,-0.02,0.82029,BA11_MalesMDD,MDD,Human
MAP2K5,0.00,0.96772,BA11_MalesMDD,MDD,Human
MAP2K6,0.09,0.13111,BA11_MalesMDD,MDD,Human
MAP2K7,-0.01,0.96533,BA11_MalesMDD,MDD,Human
MAP3K1,-0.04,0.66973,BA11_MalesMDD,MDD,Human
MAP3K10,0.21,0.39007,BA11_MalesMDD,MDD,Human
MAP3K11,-0.18,0.12516,BA11_MalesMDD,MDD,Human
MAP3K14,-0.02,0.88800,BA11_MalesMDD,MDD,Human
MAP3K2,-0.14,0.03019,BA11_MalesMDD,MDD,Human
MAP3K3,-0.04,0.46155,BA11_MalesMDD,MDD,Human
MAP3K5,-0.01,0.90267,BA11_MalesMDD,MDD,Human
MAP3K7,-0.08,0.28798,BA11_MalesMDD,MDD,Human
MAP3K8,-0.02,0.82363,BA11_MalesMDD,MDD,Human
MAPK1,-0.07,0.32687,BA11_MalesMDD,MDD,Human
MAPK14,0.00,0.93948,BA11_MalesMDD,MDD,Human
MAPK7,0.30,0.19982,BA11_MalesMDD,MDD,Human
MAPK8,0.02,0.83005,BA11_MalesMDD,MDD,Human
MAPKAP1,0.11,0.02495,BA11_MalesMDD,MDD,Human
MAPKAPK2,0.00,0.98353,BA11_MalesMDD,MDD,Human
MAPT,-0.02,0.89968,BA11_MalesMDD,MDD,Human
MARCKS,-0.04,0.52990,BA11_MalesMDD,MDD,Human
MAX,0.14,0.00672,BA11_MalesMDD,MDD,Human
MCAT,0.01,0.85702,BA11_MalesMDD,MDD,Human
MCCC1,-0.02,0.66081,BA11_MalesMDD,MDD,Human
MCL1,-0.17,0.11752,BA11_MalesMDD,MDD,Human
MCM2,-0.13,0.23882,BA11_MalesMDD,MDD,Human
MCM3,-0.03,0.68259,BA11_MalesMDD,MDD,Human
MCM4,-0.03,0.73705,BA11_MalesMDD,MDD,Human
MCM5,-0.13,0.50375,BA11_MalesMDD,MDD,Human
MCM6,0.00,0.97122,BA11_MalesMDD,MDD,Human
MCM7,-0.16,0.16328,BA11_MalesMDD,MDD,Human
MCOLN1,0.12,0.36503,BA11_MalesMDD,MDD,Human
MDH1,0.09,0.41681,BA11_MalesMDD,MDD,Human
MDM2,-0.09,0.19430,BA11_MalesMDD,MDD,Human
ME2,0.07,0.25975,BA11_MalesMDD,MDD,Human
MECR,0.01,0.89298,BA11_MalesMDD,MDD,Human
MED1,-0.04,0.37944,BA11_MalesMDD,MDD,Human
MEF2A,0.03,0.62340,BA11_MalesMDD,MDD,Human
MEF2C,0.03,0.69373,BA11_MalesMDD,MDD,Human
MET,0.07,0.60624,BA11_MalesMDD,MDD,Human
MGLL,0.01,0.93418,BA11_MalesMDD,MDD,Human
MICA,-0.17,0.43377,BA11_MalesMDD,MDD,Human
MIF,-1.37,0.29741,BA11_MalesMDD,MDD,Human
MIR146A,-0.03,0.92859,BA11_MalesMDD,MDD,Human
MIR34A,0.16,0.77548,BA11_MalesMDD,MDD,Human
MITF,-0.20,0.16292,BA11_MalesMDD,MDD,Human
MLH1,-0.04,0.46031,BA11_MalesMDD,MDD,Human
MLKL,0.17,0.34212,BA11_MalesMDD,MDD,Human
MLST8,0.24,0.23186,BA11_MalesMDD,MDD,Human
MME,0.04,0.80034,BA11_MalesMDD,MDD,Human
MMP1,0.11,0.90231,BA11_MalesMDD,MDD,Human
MMP13,2.12,0.29979,BA11_MalesMDD,MDD,Human
MMP2,0.12,0.53154,BA11_MalesMDD,MDD,Human
MMP3,0.61,0.47673,BA11_MalesMDD,MDD,Human
MMP7,-0.01,0.99607,BA11_MalesMDD,MDD,Human
MMP9,-0.27,0.80916,BA11_MalesMDD,MDD,Human
MPO,0.44,0.04441,BA11_MalesMDD,MDD,Human
MPST,-0.01,0.93996,BA11_MalesMDD,MDD,Human
MSH2,-0.04,0.59337,BA11_MalesMDD,MDD,Human
MSH3,0.04,0.46085,BA11_MalesMDD,MDD,Human
MSH6,0.00,0.95315,BA11_MalesMDD,MDD,Human
MSN,0.05,0.66505,BA11_MalesMDD,MDD,Human
MSX1,0.02,0.91967,BA11_MalesMDD,MDD,Human
MTNR1A,0.26,0.52656,BA11_MalesMDD,MDD,Human
MTNR1B,1.93,0.05751,BA11_MalesMDD,MDD,Human
MTOR,0.06,0.21658,BA11_MalesMDD,MDD,Human
MTR,-0.10,0.26203,BA11_MalesMDD,MDD,Human
MTTP,-0.35,0.05592,BA11_MalesMDD,MDD,Human
MVD,-0.07,0.63054,BA11_MalesMDD,MDD,Human
MVK,-0.08,0.53948,BA11_MalesMDD,MDD,Human
MYB,0.41,0.28316,BA11_MalesMDD,MDD,Human
MYC,0.15,0.34271,BA11_MalesMDD,MDD,Human
MYD88,0.12,0.42280,BA11_MalesMDD,MDD,Human
MYH6,-0.21,0.77439,BA11_MalesMDD,MDD,Human
MYL12B,0.11,0.32378,BA11_MalesMDD,MDD,Human
MYL9,0.43,0.13689,BA11_MalesMDD,MDD,Human
MYO6,-0.16,0.08267,BA11_MalesMDD,MDD,Human
MYOD1,0.44,0.81923,BA11_MalesMDD,MDD,Human
NAE1,-0.03,0.70279,BA11_MalesMDD,MDD,Human
NAGLU,-0.17,0.21110,BA11_MalesMDD,MDD,Human
NAGS,0.11,0.79934,BA11_MalesMDD,MDD,Human
NAT8,-0.42,0.62490,BA11_MalesMDD,MDD,Human
NAT8L,0.13,0.42920,BA11_MalesMDD,MDD,Human
NCAM1,0.02,0.76312,BA11_MalesMDD,MDD,Human
NCBP1,-0.06,0.41302,BA11_MalesMDD,MDD,Human
NCF1,0.55,0.17222,BA11_MalesMDD,MDD,Human
NCF2,0.28,0.20087,BA11_MalesMDD,MDD,Human
NCK1,0.09,0.25895,BA11_MalesMDD,MDD,Human
NCK2,0.09,0.16498,BA11_MalesMDD,MDD,Human
NCKAP1,-0.01,0.83920,BA11_MalesMDD,MDD,Human
NCL,-0.04,0.61570,BA11_MalesMDD,MDD,Human
NCOA2,0.01,0.83626,BA11_MalesMDD,MDD,Human
NCOA3,0.05,0.30835,BA11_MalesMDD,MDD,Human
NCOA4,-0.04,0.57681,BA11_MalesMDD,MDD,Human
NCOR1,0.07,0.29698,BA11_MalesMDD,MDD,Human
NCSTN,-0.02,0.73270,BA11_MalesMDD,MDD,Human
NDUFA1,0.06,0.33035,BA11_MalesMDD,MDD,Human
NDUFA10,-0.02,0.63759,BA11_MalesMDD,MDD,Human
NDUFA11,0.26,0.38618,BA11_MalesMDD,MDD,Human
NDUFA12,0.25,0.02221,BA11_MalesMDD,MDD,Human
NDUFA13,0.53,0.40592,BA11_MalesMDD,MDD,Human
NDUFA2,0.24,0.06285,BA11_MalesMDD,MDD,Human
NDUFA3,0.32,0.01090,BA11_MalesMDD,MDD,Human
NDUFA4,0.24,0.02015,BA11_MalesMDD,MDD,Human
NDUFA5,0.12,0.31636,BA11_MalesMDD,MDD,Human
NDUFA6,0.07,0.43022,BA11_MalesMDD,MDD,Human
NDUFA7,0.21,0.38795,BA11_MalesMDD,MDD,Human
NDUFA8,0.12,0.06702,BA11_MalesMDD,MDD,Human
NDUFA9,0.11,0.08516,BA11_MalesMDD,MDD,Human
NDUFAB1,0.13,0.17790,BA11_MalesMDD,MDD,Human
NDUFB1,0.03,0.71194,BA11_MalesMDD,MDD,Human
NDUFB10,0.21,0.01584,BA11_MalesMDD,MDD,Human
NDUFB11,0.03,0.70449,BA11_MalesMDD,MDD,Human
NDUFB2,0.20,0.01082,BA11_MalesMDD,MDD,Human
NDUFB3,0.12,0.29593,BA11_MalesMDD,MDD,Human
NDUFB4,0.33,0.00962,BA11_MalesMDD,MDD,Human
NDUFB5,0.06,0.49624,BA11_MalesMDD,MDD,Human
NDUFB6,0.01,0.87832,BA11_MalesMDD,MDD,Human
NDUFB7,0.21,0.29218,BA11_MalesMDD,MDD,Human
NDUFB8,0.08,0.43666,BA11_MalesMDD,MDD,Human
NDUFB9,0.16,0.12047,BA11_MalesMDD,MDD,Human
NDUFC1,0.13,0.08295,BA11_MalesMDD,MDD,Human
NDUFS1,-0.05,0.30252,BA11_MalesMDD,MDD,Human
NDUFS2,0.05,0.41198,BA11_MalesMDD,MDD,Human
NDUFS3,0.03,0.65448,BA11_MalesMDD,MDD,Human
NDUFS4,0.02,0.86137,BA11_MalesMDD,MDD,Human
NDUFS5,0.00,0.99051,BA11_MalesMDD,MDD,Human
NDUFS6,0.34,0.00144,BA11_MalesMDD,MDD,Human
NDUFS7,0.00,0.97206,BA11_MalesMDD,MDD,Human
NDUFS8,0.10,0.53595,BA11_MalesMDD,MDD,Human
NDUFV1,-0.05,0.44554,BA11_MalesMDD,MDD,Human
NDUFV2,-0.12,0.35866,BA11_MalesMDD,MDD,Human
NDUFV3,0.13,0.05015,BA11_MalesMDD,MDD,Human
NEFH,0.19,0.20158,BA11_MalesMDD,MDD,Human
NEFL,0.12,0.17019,BA11_MalesMDD,MDD,Human
NEFM,0.20,0.23755,BA11_MalesMDD,MDD,Human
NEO1,-0.14,0.08520,BA11_MalesMDD,MDD,Human
NEUROD1,0.06,0.75133,BA11_MalesMDD,MDD,Human
NF1,-0.05,0.29496,BA11_MalesMDD,MDD,Human
NFATC1,-0.25,0.27492,BA11_MalesMDD,MDD,Human
NFATC2,0.10,0.46690,BA11_MalesMDD,MDD,Human
NFE2L2,-0.20,0.09447,BA11_MalesMDD,MDD,Human
NFKB1,-0.05,0.43451,BA11_MalesMDD,MDD,Human
NFKB2,-0.18,0.43152,BA11_MalesMDD,MDD,Human
NFKBIA,-0.05,0.59066,BA11_MalesMDD,MDD,Human
NFYA,-0.18,0.00191,BA11_MalesMDD,MDD,Human
NGF,-0.34,0.24490,BA11_MalesMDD,MDD,Human
NGFR,-0.25,0.70717,BA11_MalesMDD,MDD,Human
NKD1,-0.21,0.25454,BA11_MalesMDD,MDD,Human
NKX2-2,-0.02,0.92438,BA11_MalesMDD,MDD,Human
NKX3-1,-0.40,0.08495,BA11_MalesMDD,MDD,Human
NLK,0.07,0.24328,BA11_MalesMDD,MDD,Human
NME6,0.13,0.19446,BA11_MalesMDD,MDD,Human
NODAL,-0.01,0.98717,BA11_MalesMDD,MDD,Human
NOS1,-0.03,0.79240,BA11_MalesMDD,MDD,Human
NOS1AP,-0.05,0.60463,BA11_MalesMDD,MDD,Human
NOS2,0.03,0.86738,BA11_MalesMDD,MDD,Human
NOS3,0.50,0.11113,BA11_MalesMDD,MDD,Human
NOTCH1,-0.08,0.69597,BA11_MalesMDD,MDD,Human
NOX1,-1.27,0.19933,BA11_MalesMDD,MDD,Human
NPC2,-0.03,0.79514,BA11_MalesMDD,MDD,Human
NPPA,0.44,0.19252,BA11_MalesMDD,MDD,Human
NPPB,0.67,0.53082,BA11_MalesMDD,MDD,Human
NPR1,0.35,0.44341,BA11_MalesMDD,MDD,Human
NPY,0.09,0.68786,BA11_MalesMDD,MDD,Human
NQO1,-0.15,0.38643,BA11_MalesMDD,MDD,Human
NR1H3,0.14,0.12708,BA11_MalesMDD,MDD,Human
NR3C1,-0.11,0.16630,BA11_MalesMDD,MDD,Human
NR4A1,-0.08,0.81441,BA11_MalesMDD,MDD,Human
NR4A3,-0.07,0.74289,BA11_MalesMDD,MDD,Human
NRF1,-0.15,0.09644,BA11_MalesMDD,MDD,Human
NRG1,0.07,0.59569,BA11_MalesMDD,MDD,Human
NRG2,-0.05,0.62030,BA11_MalesMDD,MDD,Human
NRG3,0.10,0.14226,BA11_MalesMDD,MDD,Human
NRG4,0.08,0.63159,BA11_MalesMDD,MDD,Human
NSF,0.00,0.97858,BA11_MalesMDD,MDD,Human
NTF3,-0.84,0.03836,BA11_MalesMDD,MDD,Human
NTN1,0.19,0.39838,BA11_MalesMDD,MDD,Human
NTNG1,0.16,0.02489,BA11_MalesMDD,MDD,Human
NTRK1,-0.44,0.32699,BA11_MalesMDD,MDD,Human
NTRK2,-0.14,0.18667,BA11_MalesMDD,MDD,Human
NTRK3,0.00,0.99082,BA11_MalesMDD,MDD,Human
OAT,0.04,0.72686,BA11_MalesMDD,MDD,Human
ODC1,0.00,0.99858,BA11_MalesMDD,MDD,Human
OGDH,0.09,0.25305,BA11_MalesMDD,MDD,Human
OLR1,-0.19,0.32640,BA11_MalesMDD,MDD,Human
ONECUT1,-0.52,0.09403,BA11_MalesMDD,MDD,Human
OPLAH,-0.02,0.91994,BA11_MalesMDD,MDD,Human
ORC1,-0.04,0.90328,BA11_MalesMDD,MDD,Human
ORC2,-0.03,0.67901,BA11_MalesMDD,MDD,Human
ORC3,-0.01,0.84077,BA11_MalesMDD,MDD,Human
ORC4,-0.06,0.51779,BA11_MalesMDD,MDD,Human
ORC5,0.03,0.76367,BA11_MalesMDD,MDD,Human
ORC6,0.03,0.73692,BA11_MalesMDD,MDD,Human
OTC,0.20,0.68221,BA11_MalesMDD,MDD,Human
OXCT1,0.05,0.64187,BA11_MalesMDD,MDD,Human
OXSM,-0.03,0.78673,BA11_MalesMDD,MDD,Human
OXT,0.99,0.60196,BA11_MalesMDD,MDD,Human
OXTR,-0.10,0.61765,BA11_MalesMDD,MDD,Human
PAH,0.08,0.64664,BA11_MalesMDD,MDD,Human
PAICS,0.10,0.02823,BA11_MalesMDD,MDD,Human
PAK1,0.07,0.31525,BA11_MalesMDD,MDD,Human
PAK4,-0.09,0.69688,BA11_MalesMDD,MDD,Human
PAPSS2,0.04,0.74411,BA11_MalesMDD,MDD,Human
PARD3,-0.01,0.91644,BA11_MalesMDD,MDD,Human
PARD6A,0.20,0.50283,BA11_MalesMDD,MDD,Human
PARK7,0.02,0.71792,BA11_MalesMDD,MDD,Human
PARP1,-0.04,0.22228,BA11_MalesMDD,MDD,Human
PARVB,0.02,0.85690,BA11_MalesMDD,MDD,Human
PAX3,0.32,0.57770,BA11_MalesMDD,MDD,Human
PAX6,-0.22,0.15915,BA11_MalesMDD,MDD,Human
PAX8,-0.19,0.67472,BA11_MalesMDD,MDD,Human
PBX1,0.00,0.98089,BA11_MalesMDD,MDD,Human
PC,0.02,0.86936,BA11_MalesMDD,MDD,Human
PCBP2,0.03,0.71423,BA11_MalesMDD,MDD,Human
PCK1,-0.84,0.18018,BA11_MalesMDD,MDD,Human
PCNA,-0.10,0.31543,BA11_MalesMDD,MDD,Human
PDCD1,-1.12,0.48663,BA11_MalesMDD,MDD,Human
PDE10A,-0.08,0.43262,BA11_MalesMDD,MDD,Human
PDE11A,-0.08,0.63986,BA11_MalesMDD,MDD,Human
PDE1A,-0.15,0.22694,BA11_MalesMDD,MDD,Human
PDE3B,-0.04,0.62666,BA11_MalesMDD,MDD,Human
PDE7B,0.05,0.61475,BA11_MalesMDD,MDD,Human
PDE8A,-0.26,0.16848,BA11_MalesMDD,MDD,Human
PDGFA,-0.02,0.74540,BA11_MalesMDD,MDD,Human
PDGFB,0.10,0.65514,BA11_MalesMDD,MDD,Human
PDGFRA,-0.09,0.55330,BA11_MalesMDD,MDD,Human
PDGFRB,0.07,0.62932,BA11_MalesMDD,MDD,Human
PDHA1,0.04,0.49491,BA11_MalesMDD,MDD,Human
PDK1,-0.05,0.58217,BA11_MalesMDD,MDD,Human
PDPK1,0.00,0.94991,BA11_MalesMDD,MDD,Human
PDYN,-0.15,0.60568,BA11_MalesMDD,MDD,Human
PECR,0.01,0.83048,BA11_MalesMDD,MDD,Human
PER1,0.22,0.36608,BA11_MalesMDD,MDD,Human
PER2,-0.01,0.95530,BA11_MalesMDD,MDD,Human
PEX10,-0.01,0.91483,BA11_MalesMDD,MDD,Human
PFAS,0.06,0.58117,BA11_MalesMDD,MDD,Human
PFKFB1,-0.03,0.90674,BA11_MalesMDD,MDD,Human
PFKFB2,-0.15,0.19609,BA11_MalesMDD,MDD,Human
PFKFB3,-0.11,0.32939,BA11_MalesMDD,MDD,Human
PFKL,0.01,0.94550,BA11_MalesMDD,MDD,Human
PGD,0.06,0.23702,BA11_MalesMDD,MDD,Human
PGK1,0.02,0.84559,BA11_MalesMDD,MDD,Human
PGLS,-0.12,0.30079,BA11_MalesMDD,MDD,Human
PGM1,0.11,0.10003,BA11_MalesMDD,MDD,Human
PGM2,-0.02,0.72903,BA11_MalesMDD,MDD,Human
PGM3,-0.13,0.19898,BA11_MalesMDD,MDD,Human
PGR,0.00,0.97765,BA11_MalesMDD,MDD,Human
PHGDH,-0.12,0.22565,BA11_MalesMDD,MDD,Human
PHKA1,-0.21,0.17917,BA11_MalesMDD,MDD,Human
PI4KA,-0.03,0.74848,BA11_MalesMDD,MDD,Human
PIAS1,0.13,0.05142,BA11_MalesMDD,MDD,Human
PIAS4,0.00,0.97670,BA11_MalesMDD,MDD,Human
PIK3AP1,0.13,0.36401,BA11_MalesMDD,MDD,Human
PIK3C2A,-0.19,0.10634,BA11_MalesMDD,MDD,Human
PIK3C3,-0.05,0.37109,BA11_MalesMDD,MDD,Human
PIK3CA,-0.07,0.29659,BA11_MalesMDD,MDD,Human
PIK3R1,-0.01,0.93245,BA11_MalesMDD,MDD,Human
PIK3R4,-0.01,0.81965,BA11_MalesMDD,MDD,Human
PIK3R6,0.13,0.71184,BA11_MalesMDD,MDD,Human
PIM1,0.07,0.40534,BA11_MalesMDD,MDD,Human
PIP5K1C,0.09,0.76137,BA11_MalesMDD,MDD,Human
PKIA,0.07,0.49061,BA11_MalesMDD,MDD,Human
PKLR,0.24,0.54747,BA11_MalesMDD,MDD,Human
PKM,0.06,0.47873,BA11_MalesMDD,MDD,Human
PKMYT1,0.30,0.30788,BA11_MalesMDD,MDD,Human
PKN1,-0.07,0.66957,BA11_MalesMDD,MDD,Human
PLA2G4B,0.07,0.85148,BA11_MalesMDD,MDD,Human
PLAT,0.03,0.80661,BA11_MalesMDD,MDD,Human
PLAU,-0.29,0.29530,BA11_MalesMDD,MDD,Human
PLCB1,0.04,0.48274,BA11_MalesMDD,MDD,Human
PLCE1,0.03,0.80916,BA11_MalesMDD,MDD,Human
PLCG1,0.03,0.73295,BA11_MalesMDD,MDD,Human
PLCG2,0.12,0.40252,BA11_MalesMDD,MDD,Human
PLD1,-0.27,0.22342,BA11_MalesMDD,MDD,Human
PLIN1,-0.28,0.14712,BA11_MalesMDD,MDD,Human
PLIN2,0.01,0.93597,BA11_MalesMDD,MDD,Human
PLK1,0.02,0.90451,BA11_MalesMDD,MDD,Human
PLTP,-0.03,0.81611,BA11_MalesMDD,MDD,Human
PMAIP1,-0.25,0.30176,BA11_MalesMDD,MDD,Human
PML,0.00,0.97789,BA11_MalesMDD,MDD,Human
PMVK,0.00,0.97904,BA11_MalesMDD,MDD,Human
PNMT,0.73,0.31158,BA11_MalesMDD,MDD,Human
PNP,-0.04,0.80353,BA11_MalesMDD,MDD,Human
PNPLA2,-0.09,0.63741,BA11_MalesMDD,MDD,Human
PNPT1,-0.06,0.50732,BA11_MalesMDD,MDD,Human
POMC,0.29,0.61162,BA11_MalesMDD,MDD,Human
PORCN,0.15,0.21940,BA11_MalesMDD,MDD,Human
POU5F1,-0.61,0.22069,BA11_MalesMDD,MDD,Human
PPARA,-0.11,0.44107,BA11_MalesMDD,MDD,Human
PPARD,0.08,0.69192,BA11_MalesMDD,MDD,Human
PPARG,0.28,0.00840,BA11_MalesMDD,MDD,Human
PPARGC1A,-0.06,0.44478,BA11_MalesMDD,MDD,Human
PPARGC1B,-0.12,0.29873,BA11_MalesMDD,MDD,Human
PPAT,-0.04,0.60393,BA11_MalesMDD,MDD,Human
PPIA,0.04,0.65819,BA11_MalesMDD,MDD,Human
PPID,0.12,0.23735,BA11_MalesMDD,MDD,Human
PPP1CA,0.13,0.34212,BA11_MalesMDD,MDD,Human
PPP1R12A,0.05,0.28488,BA11_MalesMDD,MDD,Human
PPP1R1A,0.10,0.55940,BA11_MalesMDD,MDD,Human
PPP1R1B,0.16,0.25434,BA11_MalesMDD,MDD,Human
PPP2CA,0.06,0.43751,BA11_MalesMDD,MDD,Human
PPP3CA,0.02,0.76602,BA11_MalesMDD,MDD,Human
PRCC,-0.01,0.88688,BA11_MalesMDD,MDD,Human
PRDX1,-0.05,0.51224,BA11_MalesMDD,MDD,Human
PRDX5,0.18,0.35567,BA11_MalesMDD,MDD,Human
PRDX6,-0.07,0.63190,BA11_MalesMDD,MDD,Human
PREX1,-0.15,0.19548,BA11_MalesMDD,MDD,Human
PRICKLE1,-0.02,0.72080,BA11_MalesMDD,MDD,Human
PRKAA1,-0.08,0.33155,BA11_MalesMDD,MDD,Human
PRKACA,0.05,0.77426,BA11_MalesMDD,MDD,Human
PRKAG2,0.03,0.72277,BA11_MalesMDD,MDD,Human
PRKCA,-0.03,0.63848,BA11_MalesMDD,MDD,Human
PRKCB,0.03,0.67384,BA11_MalesMDD,MDD,Human
PRKCD,0.00,0.97542,BA11_MalesMDD,MDD,Human
PRKCE,0.00,0.96880,BA11_MalesMDD,MDD,Human
PRKCI,-0.06,0.41924,BA11_MalesMDD,MDD,Human
PRKCQ,-0.11,0.42166,BA11_MalesMDD,MDD,Human
PRKCZ,0.03,0.71424,BA11_MalesMDD,MDD,Human
PRKDC,-0.03,0.59633,BA11_MalesMDD,MDD,Human
PRKG1,-0.09,0.48770,BA11_MalesMDD,MDD,Human
PRLR,-0.16,0.25535,BA11_MalesMDD,MDD,Human
PRMT1,0.01,0.95099,BA11_MalesMDD,MDD,Human
PRNP,-0.06,0.46384,BA11_MalesMDD,MDD,Human
PRODH,0.07,0.62012,BA11_MalesMDD,MDD,Human
PRPH,-0.36,0.37525,BA11_MalesMDD,MDD,Human
PSAT1,-0.19,0.21151,BA11_MalesMDD,MDD,Human
