HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
SORBS1,-0.05,0.00030,CommonMind_DLPFC,SCZ,Human
SORT1,-0.03,0.03742,CommonMind_DLPFC,SCZ,Human
SOS1,-0.01,0.55040,CommonMind_DLPFC,SCZ,Human
SOX2,0.06,0.01188,CommonMind_DLPFC,SCZ,Human
SOX9,-0.02,0.58670,CommonMind_DLPFC,SCZ,Human
SP1,0.00,0.77960,CommonMind_DLPFC,SCZ,Human
SPRY2,0.05,0.03504,CommonMind_DLPFC,SCZ,Human
SQSTM1,0.00,0.83850,CommonMind_DLPFC,SCZ,Human
SRC,-0.01,0.68750,CommonMind_DLPFC,SCZ,Human
SREBF1,0.01,0.62080,CommonMind_DLPFC,SCZ,Human
SRF,-0.01,0.64550,CommonMind_DLPFC,SCZ,Human
SRM,0.01,0.60000,CommonMind_DLPFC,SCZ,Human
SST,0.11,0.07472,CommonMind_DLPFC,SCZ,Human
SSTR1,0.00,0.99050,CommonMind_DLPFC,SCZ,Human
STAG1,0.00,0.65850,CommonMind_DLPFC,SCZ,Human
STAR,0.01,0.55550,CommonMind_DLPFC,SCZ,Human
STAT1,0.01,0.78000,CommonMind_DLPFC,SCZ,Human
STAT2,-0.01,0.35720,CommonMind_DLPFC,SCZ,Human
STAT3,0.00,0.91740,CommonMind_DLPFC,SCZ,Human
STAT5A,-0.01,0.62060,CommonMind_DLPFC,SCZ,Human
STEAP3,-0.04,0.29400,CommonMind_DLPFC,SCZ,Human
STIP1,0.00,0.77420,CommonMind_DLPFC,SCZ,Human
STK11,0.00,0.98530,CommonMind_DLPFC,SCZ,Human
STK4,0.00,0.68580,CommonMind_DLPFC,SCZ,Human
STMN1,-0.04,0.09117,CommonMind_DLPFC,SCZ,Human
STRADB,0.02,0.04697,CommonMind_DLPFC,SCZ,Human
STX1A,0.05,0.00327,CommonMind_DLPFC,SCZ,Human
STX1B,-0.03,0.05151,CommonMind_DLPFC,SCZ,Human
STXBP1,-0.04,0.00662,CommonMind_DLPFC,SCZ,Human
SUCLG2,0.00,0.88370,CommonMind_DLPFC,SCZ,Human
SYK,-0.02,0.49210,CommonMind_DLPFC,SCZ,Human
SYT1,-0.02,0.28900,CommonMind_DLPFC,SCZ,Human
TAB1,0.01,0.44110,CommonMind_DLPFC,SCZ,Human
TAB2,-0.01,0.62150,CommonMind_DLPFC,SCZ,Human
TAB3,-0.03,0.00844,CommonMind_DLPFC,SCZ,Human
TAC1,0.11,0.00252,CommonMind_DLPFC,SCZ,Human
TACR1,0.03,0.39500,CommonMind_DLPFC,SCZ,Human
TALDO1,-0.03,0.04748,CommonMind_DLPFC,SCZ,Human
TANK,-0.02,0.18340,CommonMind_DLPFC,SCZ,Human
TAP1,-0.01,0.80210,CommonMind_DLPFC,SCZ,Human
TBC1D4,-0.02,0.19420,CommonMind_DLPFC,SCZ,Human
TBK1,-0.02,0.12280,CommonMind_DLPFC,SCZ,Human
TBL1X,-0.01,0.75340,CommonMind_DLPFC,SCZ,Human
TBXAS1,0.04,0.14190,CommonMind_DLPFC,SCZ,Human
TCF3,0.01,0.54680,CommonMind_DLPFC,SCZ,Human
TCF7,-0.02,0.50090,CommonMind_DLPFC,SCZ,Human
TCIRG1,-0.03,0.25990,CommonMind_DLPFC,SCZ,Human
TDO2,-0.03,0.58550,CommonMind_DLPFC,SCZ,Human
TEAD1,-0.02,0.24420,CommonMind_DLPFC,SCZ,Human
TECR,0.01,0.66630,CommonMind_DLPFC,SCZ,Human
TEK,-0.03,0.19990,CommonMind_DLPFC,SCZ,Human
TF,-0.07,0.01893,CommonMind_DLPFC,SCZ,Human
TFAM,-0.01,0.23150,CommonMind_DLPFC,SCZ,Human
TFDP1,-0.01,0.41090,CommonMind_DLPFC,SCZ,Human
TFRC,-0.02,0.52780,CommonMind_DLPFC,SCZ,Human
TGFA,0.02,0.44160,CommonMind_DLPFC,SCZ,Human
TGFB1,-0.01,0.68690,CommonMind_DLPFC,SCZ,Human
TGFB2,0.00,0.84070,CommonMind_DLPFC,SCZ,Human
TGFBR1,0.03,0.20630,CommonMind_DLPFC,SCZ,Human
TGFBR2,0.00,0.92390,CommonMind_DLPFC,SCZ,Human
TGM2,0.07,0.08233,CommonMind_DLPFC,SCZ,Human
THBD,0.11,0.05989,CommonMind_DLPFC,SCZ,Human
THBS1,0.03,0.56170,CommonMind_DLPFC,SCZ,Human
THEM4,-0.03,0.08185,CommonMind_DLPFC,SCZ,Human
THRA,0.00,0.99590,CommonMind_DLPFC,SCZ,Human
THRB,0.02,0.15540,CommonMind_DLPFC,SCZ,Human
TIAM1,0.04,0.00328,CommonMind_DLPFC,SCZ,Human
TICAM1,0.00,0.89420,CommonMind_DLPFC,SCZ,Human
TIMP1,0.06,0.13070,CommonMind_DLPFC,SCZ,Human
TIMP3,-0.01,0.78010,CommonMind_DLPFC,SCZ,Human
TJP1,-0.01,0.40670,CommonMind_DLPFC,SCZ,Human
TKT,-0.02,0.31600,CommonMind_DLPFC,SCZ,Human
TLN1,0.01,0.48260,CommonMind_DLPFC,SCZ,Human
TLR2,0.05,0.12270,CommonMind_DLPFC,SCZ,Human
TLR3,0.01,0.77500,CommonMind_DLPFC,SCZ,Human
TLR4,0.07,0.02525,CommonMind_DLPFC,SCZ,Human
TLR5,0.05,0.20670,CommonMind_DLPFC,SCZ,Human
TNC,-0.09,0.15550,CommonMind_DLPFC,SCZ,Human
TNFAIP3,0.02,0.79160,CommonMind_DLPFC,SCZ,Human
TNFRSF10B,0.04,0.09627,CommonMind_DLPFC,SCZ,Human
TNFRSF11A,-0.01,0.83350,CommonMind_DLPFC,SCZ,Human
TNFRSF1A,-0.01,0.74990,CommonMind_DLPFC,SCZ,Human
TNFRSF1B,0.00,0.98020,CommonMind_DLPFC,SCZ,Human
TNNT2,-0.04,0.17590,CommonMind_DLPFC,SCZ,Human
TOB1,0.00,0.94350,CommonMind_DLPFC,SCZ,Human
TOMM40,0.02,0.10220,CommonMind_DLPFC,SCZ,Human
TP53,-0.05,0.14930,CommonMind_DLPFC,SCZ,Human
TPH2,0.04,0.33330,CommonMind_DLPFC,SCZ,Human
TPI1,0.00,0.86540,CommonMind_DLPFC,SCZ,Human
TPM1,0.04,0.00435,CommonMind_DLPFC,SCZ,Human
TPP1,-0.03,0.24140,CommonMind_DLPFC,SCZ,Human
TRADD,0.00,0.95230,CommonMind_DLPFC,SCZ,Human
TRAF1,0.00,0.95460,CommonMind_DLPFC,SCZ,Human
TRAF2,0.01,0.45640,CommonMind_DLPFC,SCZ,Human
TRAF3,-0.01,0.43590,CommonMind_DLPFC,SCZ,Human
TRAF3IP2,-0.04,0.11830,CommonMind_DLPFC,SCZ,Human
TRAF4,0.06,0.02788,CommonMind_DLPFC,SCZ,Human
TRAF5,0.09,0.00014,CommonMind_DLPFC,SCZ,Human
TRAF6,0.01,0.54350,CommonMind_DLPFC,SCZ,Human
TRAP1,0.03,0.07461,CommonMind_DLPFC,SCZ,Human
TRIB3,0.01,0.74920,CommonMind_DLPFC,SCZ,Human
TRIP10,-0.05,0.22370,CommonMind_DLPFC,SCZ,Human
TRPC1,0.02,0.09534,CommonMind_DLPFC,SCZ,Human
TRPC3,0.00,0.96450,CommonMind_DLPFC,SCZ,Human
TRRAP,-0.02,0.05658,CommonMind_DLPFC,SCZ,Human
TSC1,-0.02,0.04399,CommonMind_DLPFC,SCZ,Human
TSC2,-0.03,0.02668,CommonMind_DLPFC,SCZ,Human
TSHR,0.06,0.13820,CommonMind_DLPFC,SCZ,Human
TSPO,0.00,0.91290,CommonMind_DLPFC,SCZ,Human
TTF1,0.01,0.26540,CommonMind_DLPFC,SCZ,Human
TTF2,-0.01,0.81790,CommonMind_DLPFC,SCZ,Human
TUBA1B,0.04,0.11190,CommonMind_DLPFC,SCZ,Human
TXN2,0.00,0.80150,CommonMind_DLPFC,SCZ,Human
TXNRD2,0.01,0.61500,CommonMind_DLPFC,SCZ,Human
TYK2,0.01,0.27250,CommonMind_DLPFC,SCZ,Human
TYMP,-0.02,0.68720,CommonMind_DLPFC,SCZ,Human
TYMS,0.03,0.40620,CommonMind_DLPFC,SCZ,Human
UBC,0.00,0.81560,CommonMind_DLPFC,SCZ,Human
UBE2I,-0.02,0.17040,CommonMind_DLPFC,SCZ,Human
UBE3A,0.00,0.97810,CommonMind_DLPFC,SCZ,Human
UCKL1,0.02,0.15590,CommonMind_DLPFC,SCZ,Human
UGDH,-0.01,0.46330,CommonMind_DLPFC,SCZ,Human
UGP2,-0.03,0.07564,CommonMind_DLPFC,SCZ,Human
ULK1,-0.06,0.00292,CommonMind_DLPFC,SCZ,Human
UMPS,0.01,0.52270,CommonMind_DLPFC,SCZ,Human
UNC13B,-0.01,0.60900,CommonMind_DLPFC,SCZ,Human
UQCR10,-0.03,0.03315,CommonMind_DLPFC,SCZ,Human
UQCRB,-0.04,0.00944,CommonMind_DLPFC,SCZ,Human
UQCRC1,0.00,0.95640,CommonMind_DLPFC,SCZ,Human
UQCRC2,-0.01,0.47020,CommonMind_DLPFC,SCZ,Human
UQCRFS1,-0.01,0.45310,CommonMind_DLPFC,SCZ,Human
UQCRQ,-0.04,0.03232,CommonMind_DLPFC,SCZ,Human
USP21,0.02,0.24830,CommonMind_DLPFC,SCZ,Human
USP8,-0.02,0.03517,CommonMind_DLPFC,SCZ,Human
VAMP2,0.01,0.68770,CommonMind_DLPFC,SCZ,Human
VANGL2,-0.03,0.27120,CommonMind_DLPFC,SCZ,Human
VAPB,-0.03,0.03120,CommonMind_DLPFC,SCZ,Human
VASP,0.03,0.17900,CommonMind_DLPFC,SCZ,Human
VCAM1,0.02,0.77540,CommonMind_DLPFC,SCZ,Human
VCL,0.01,0.40890,CommonMind_DLPFC,SCZ,Human
VDAC1,-0.02,0.08930,CommonMind_DLPFC,SCZ,Human
VDAC2,-0.01,0.28040,CommonMind_DLPFC,SCZ,Human
VDAC3,-0.01,0.30100,CommonMind_DLPFC,SCZ,Human
VEGFA,0.11,0.07491,CommonMind_DLPFC,SCZ,Human
VHL,-0.01,0.49830,CommonMind_DLPFC,SCZ,Human
VIM,0.04,0.20620,CommonMind_DLPFC,SCZ,Human
VIP,0.14,0.00013,CommonMind_DLPFC,SCZ,Human
VIPR1,-0.02,0.19740,CommonMind_DLPFC,SCZ,Human
WASL,0.02,0.14570,CommonMind_DLPFC,SCZ,Human
WIF1,0.21,0.00112,CommonMind_DLPFC,SCZ,Human
WNT16,0.02,0.57160,CommonMind_DLPFC,SCZ,Human
WNT3,0.06,0.00489,CommonMind_DLPFC,SCZ,Human
WNT5A,0.00,0.90210,CommonMind_DLPFC,SCZ,Human
WWTR1,-0.03,0.26690,CommonMind_DLPFC,SCZ,Human
XBP1,0.01,0.77460,CommonMind_DLPFC,SCZ,Human
XIAP,0.02,0.00930,CommonMind_DLPFC,SCZ,Human
XPO1,0.00,0.92180,CommonMind_DLPFC,SCZ,Human
YAP1,-0.04,0.03137,CommonMind_DLPFC,SCZ,Human
YWHAE,-0.01,0.40150,CommonMind_DLPFC,SCZ,Human
YWHAQ,0.00,0.88330,CommonMind_DLPFC,SCZ,Human
ZBTB16,0.02,0.20810,CommonMind_DLPFC,SCZ,Human
ZBTB17,0.02,0.23720,CommonMind_DLPFC,SCZ,Human
ZEB1,0.01,0.28390,CommonMind_DLPFC,SCZ,Human
ZEB2,0.04,0.00369,CommonMind_DLPFC,SCZ,Human
ZFP36,0.00,0.96560,CommonMind_DLPFC,SCZ,Human
ZMPSTE24,-0.02,0.02274,CommonMind_DLPFC,SCZ,Human
ZYX,-0.03,0.08978,CommonMind_DLPFC,SCZ,Human
AADAT,-0.10,0.14206,Deep_Neurons,SCZ,Human
AANAT,-0.04,0.66899,Deep_Neurons,SCZ,Human
ABAT,-0.03,0.69233,Deep_Neurons,SCZ,Human
ABCA1,-0.02,0.71536,Deep_Neurons,SCZ,Human
ABCB1,-0.04,0.63228,Deep_Neurons,SCZ,Human
ABCB11,0.05,0.43551,Deep_Neurons,SCZ,Human
ABCB4,0.00,0.98516,Deep_Neurons,SCZ,Human
ABCC2,0.00,0.99759,Deep_Neurons,SCZ,Human
ABCC3,-0.06,0.41381,Deep_Neurons,SCZ,Human
ABCC4,-0.06,0.38937,Deep_Neurons,SCZ,Human
ABCD3,0.03,0.75693,Deep_Neurons,SCZ,Human
ABCG1,-0.04,0.61340,Deep_Neurons,SCZ,Human
ABCG2,0.03,0.67827,Deep_Neurons,SCZ,Human
ABCG5,-0.02,0.70522,Deep_Neurons,SCZ,Human
ABCG8,-0.03,0.79088,Deep_Neurons,SCZ,Human
ABL1,-0.01,0.89986,Deep_Neurons,SCZ,Human
ACAA1,0.05,0.57578,Deep_Neurons,SCZ,Human
ACAA2,-0.02,0.79823,Deep_Neurons,SCZ,Human
ACACA,0.00,0.95464,Deep_Neurons,SCZ,Human
ACACB,-0.10,0.11487,Deep_Neurons,SCZ,Human
ACADL,-0.04,0.67926,Deep_Neurons,SCZ,Human
ACADM,0.05,0.70352,Deep_Neurons,SCZ,Human
ACADS,-0.04,0.63753,Deep_Neurons,SCZ,Human
ACADVL,0.01,0.91348,Deep_Neurons,SCZ,Human
ACAT1,-0.03,0.72752,Deep_Neurons,SCZ,Human
ACLY,-0.02,0.84916,Deep_Neurons,SCZ,Human
ACMSD,-0.02,0.77326,Deep_Neurons,SCZ,Human
ACO1,0.04,0.69369,Deep_Neurons,SCZ,Human
ACOT2,0.01,0.85883,Deep_Neurons,SCZ,Human
ACOX1,0.09,0.30326,Deep_Neurons,SCZ,Human
ACSL1,-0.01,0.89094,Deep_Neurons,SCZ,Human
ACSS2,-0.02,0.74817,Deep_Neurons,SCZ,Human
ACTB,0.07,0.67860,Deep_Neurons,SCZ,Human
ACTC1,0.04,0.63045,Deep_Neurons,SCZ,Human
ACTN4,0.02,0.80001,Deep_Neurons,SCZ,Human
ADA,-0.10,0.28203,Deep_Neurons,SCZ,Human
ADAM10,-0.17,0.19228,Deep_Neurons,SCZ,Human
ADCY1,0.06,0.38934,Deep_Neurons,SCZ,Human
ADCY10,-0.06,0.38131,Deep_Neurons,SCZ,Human
ADCY2,0.06,0.48591,Deep_Neurons,SCZ,Human
ADCY5,0.01,0.94430,Deep_Neurons,SCZ,Human
ADCY6,-0.04,0.60714,Deep_Neurons,SCZ,Human
ADCYAP1,-0.03,0.64946,Deep_Neurons,SCZ,Human
ADCYAP1R1,-0.06,0.48289,Deep_Neurons,SCZ,Human
ADIPOQ,-0.15,0.11888,Deep_Neurons,SCZ,Human
ADIPOR1,0.00,0.96570,Deep_Neurons,SCZ,Human
ADORA1,0.08,0.39693,Deep_Neurons,SCZ,Human
ADRA1D,-0.02,0.82059,Deep_Neurons,SCZ,Human
ADRB1,-0.03,0.74055,Deep_Neurons,SCZ,Human
ADRB3,-0.06,0.53316,Deep_Neurons,SCZ,Human
ADSL,-0.05,0.51825,Deep_Neurons,SCZ,Human
AFMID,0.02,0.84006,Deep_Neurons,SCZ,Human
AGAP2,-0.02,0.85754,Deep_Neurons,SCZ,Human
AGER,0.07,0.37013,Deep_Neurons,SCZ,Human
AGL,0.04,0.61661,Deep_Neurons,SCZ,Human
AGRP,-0.02,0.85787,Deep_Neurons,SCZ,Human
AGT,-0.08,0.34106,Deep_Neurons,SCZ,Human
AGXT,-0.02,0.82773,Deep_Neurons,SCZ,Human
AHR,-0.05,0.44887,Deep_Neurons,SCZ,Human
AKAP13,-0.01,0.81591,Deep_Neurons,SCZ,Human
AKR1A1,-0.05,0.56633,Deep_Neurons,SCZ,Human
AKR1B1,0.04,0.69834,Deep_Neurons,SCZ,Human
AKR1C3,-0.06,0.63696,Deep_Neurons,SCZ,Human
AKT1S1,0.02,0.83866,Deep_Neurons,SCZ,Human
AKT3,0.11,0.52771,Deep_Neurons,SCZ,Human
ALAS1,0.09,0.20777,Deep_Neurons,SCZ,Human
ALB,0.04,0.50623,Deep_Neurons,SCZ,Human
ALDH18A1,-0.06,0.47298,Deep_Neurons,SCZ,Human
ALDH2,0.00,0.99497,Deep_Neurons,SCZ,Human
ALDH3A1,-0.03,0.60731,Deep_Neurons,SCZ,Human
ALDH5A1,0.02,0.79857,Deep_Neurons,SCZ,Human
ALDH7A1,0.01,0.94553,Deep_Neurons,SCZ,Human
ALDH9A1,-0.04,0.62967,Deep_Neurons,SCZ,Human
ALDOA,0.11,0.19795,Deep_Neurons,SCZ,Human
ALOX12,-0.12,0.19749,Deep_Neurons,SCZ,Human
ALOX15,-0.04,0.63649,Deep_Neurons,SCZ,Human
ALOX15B,-0.02,0.67953,Deep_Neurons,SCZ,Human
ALOX5,0.05,0.57882,Deep_Neurons,SCZ,Human
ALS2,0.09,0.26490,Deep_Neurons,SCZ,Human
AMBRA1,-0.15,0.06068,Deep_Neurons,SCZ,Human
AMPD1,0.05,0.63777,Deep_Neurons,SCZ,Human
ANAPC10,0.01,0.90164,Deep_Neurons,SCZ,Human
ANAPC5,0.44,0.05376,Deep_Neurons,SCZ,Human
ANGPT1,0.07,0.38131,Deep_Neurons,SCZ,Human
ANGPT2,-0.06,0.45069,Deep_Neurons,SCZ,Human
ANGPTL4,0.00,0.96830,Deep_Neurons,SCZ,Human
ANPEP,0.03,0.65207,Deep_Neurons,SCZ,Human
AOC1,0.09,0.25257,Deep_Neurons,SCZ,Human
AOX1,-0.02,0.78154,Deep_Neurons,SCZ,Human
AP2M1,0.09,0.58183,Deep_Neurons,SCZ,Human
APAF1,-0.05,0.43195,Deep_Neurons,SCZ,Human
APBB1,0.09,0.38770,Deep_Neurons,SCZ,Human
APBB1IP,-0.02,0.82181,Deep_Neurons,SCZ,Human
APC2,-0.03,0.65384,Deep_Neurons,SCZ,Human
APH1A,-0.07,0.40587,Deep_Neurons,SCZ,Human
APOA1,0.34,0.17615,Deep_Neurons,SCZ,Human
APOA2,-0.11,0.11441,Deep_Neurons,SCZ,Human
APOA5,-0.02,0.75801,Deep_Neurons,SCZ,Human
APOB,-0.08,0.35579,Deep_Neurons,SCZ,Human
APOC3,-0.26,0.42022,Deep_Neurons,SCZ,Human
APOE,-0.01,0.92700,Deep_Neurons,SCZ,Human
APP,0.19,0.57004,Deep_Neurons,SCZ,Human
APPL1,0.01,0.89684,Deep_Neurons,SCZ,Human
APRT,0.06,0.46800,Deep_Neurons,SCZ,Human
AQP1,-0.02,0.78255,Deep_Neurons,SCZ,Human
AQP4,0.08,0.54429,Deep_Neurons,SCZ,Human
ARC,-0.02,0.87338,Deep_Neurons,SCZ,Human
AREG,-0.07,0.45800,Deep_Neurons,SCZ,Human
ARF1,0.24,0.15947,Deep_Neurons,SCZ,Human
ARF6,0.01,0.92038,Deep_Neurons,SCZ,Human
ARHGAP35,0.12,0.27958,Deep_Neurons,SCZ,Human
ARHGDIA,0.13,0.14692,Deep_Neurons,SCZ,Human
ARNT,-0.03,0.68669,Deep_Neurons,SCZ,Human
ARNT2,-0.07,0.35739,Deep_Neurons,SCZ,Human
ARRB1,0.03,0.66438,Deep_Neurons,SCZ,Human
ASIP,-0.13,0.16477,Deep_Neurons,SCZ,Human
ASL,0.22,0.03933,Deep_Neurons,SCZ,Human
ASNS,0.00,0.96891,Deep_Neurons,SCZ,Human
ASPA,0.10,0.24393,Deep_Neurons,SCZ,Human
ASS1,0.12,0.12186,Deep_Neurons,SCZ,Human
ATF1,0.07,0.35352,Deep_Neurons,SCZ,Human
ATF2,0.09,0.42382,Deep_Neurons,SCZ,Human
ATF4,-0.11,0.22959,Deep_Neurons,SCZ,Human
ATF6,-0.05,0.50297,Deep_Neurons,SCZ,Human
ATG12,0.06,0.46996,Deep_Neurons,SCZ,Human
ATG13,-0.06,0.56958,Deep_Neurons,SCZ,Human
ATG16L1,-0.01,0.93656,Deep_Neurons,SCZ,Human
ATG3,0.08,0.37144,Deep_Neurons,SCZ,Human
ATG5,-0.11,0.16372,Deep_Neurons,SCZ,Human
ATG7,-0.04,0.62881,Deep_Neurons,SCZ,Human
ATIC,0.03,0.69613,Deep_Neurons,SCZ,Human
ATM,-0.04,0.57025,Deep_Neurons,SCZ,Human
ATP2A1,-0.11,0.21413,Deep_Neurons,SCZ,Human
ATP2B1,0.29,0.30575,Deep_Neurons,SCZ,Human
ATP6V0D2,-0.07,0.44127,Deep_Neurons,SCZ,Human
ATP6V1A,0.15,0.27657,Deep_Neurons,SCZ,Human
ATP6V1B1,0.07,0.34176,Deep_Neurons,SCZ,Human
ATP6V1D,0.02,0.91354,Deep_Neurons,SCZ,Human
ATP6V1E1,0.14,0.44968,Deep_Neurons,SCZ,Human
ATP6V1F,-0.04,0.79416,Deep_Neurons,SCZ,Human
ATP6V1H,-0.01,0.89279,Deep_Neurons,SCZ,Human
ATR,-0.04,0.51140,Deep_Neurons,SCZ,Human
AUH,0.01,0.88755,Deep_Neurons,SCZ,Human
AVP,-0.09,0.36718,Deep_Neurons,SCZ,Human
AXIN1,0.05,0.57417,Deep_Neurons,SCZ,Human
B2M,0.02,0.89926,Deep_Neurons,SCZ,Human
BAAT,-0.14,0.10655,Deep_Neurons,SCZ,Human
BACE1,-0.05,0.39769,Deep_Neurons,SCZ,Human
BAD,0.06,0.50199,Deep_Neurons,SCZ,Human
BAK1,-0.11,0.58106,Deep_Neurons,SCZ,Human
BAX,0.03,0.63914,Deep_Neurons,SCZ,Human
BBC3,0.07,0.51404,Deep_Neurons,SCZ,Human
BCAR1,0.09,0.40010,Deep_Neurons,SCZ,Human
BCAT1,0.03,0.59649,Deep_Neurons,SCZ,Human
BCKDHA,-0.10,0.26196,Deep_Neurons,SCZ,Human
BCL10,0.09,0.27826,Deep_Neurons,SCZ,Human
BCL2,0.03,0.66051,Deep_Neurons,SCZ,Human
BCL2A1,-0.02,0.85776,Deep_Neurons,SCZ,Human
BCL2L1,0.01,0.93154,Deep_Neurons,SCZ,Human
BCL2L11,0.00,0.97357,Deep_Neurons,SCZ,Human
BCL2L2,0.09,0.25238,Deep_Neurons,SCZ,Human
BCL6,0.09,0.36215,Deep_Neurons,SCZ,Human
BDH1,0.00,0.99933,Deep_Neurons,SCZ,Human
BDNF,-0.16,0.15481,Deep_Neurons,SCZ,Human
BHMT,-0.17,0.05761,Deep_Neurons,SCZ,Human
BID,0.02,0.77412,Deep_Neurons,SCZ,Human
BIRC2,0.06,0.48644,Deep_Neurons,SCZ,Human
BIRC5,0.00,0.99224,Deep_Neurons,SCZ,Human
BLNK,0.03,0.68455,Deep_Neurons,SCZ,Human
BMF,-0.07,0.32389,Deep_Neurons,SCZ,Human
BMP2,-0.08,0.36731,Deep_Neurons,SCZ,Human
BMP4,-0.02,0.82319,Deep_Neurons,SCZ,Human
BMP7,0.01,0.84779,Deep_Neurons,SCZ,Human
BMP8A,0.09,0.33145,Deep_Neurons,SCZ,Human
BMPR1A,-0.08,0.35263,Deep_Neurons,SCZ,Human
BMPR1B,-0.16,0.05897,Deep_Neurons,SCZ,Human
BMPR2,-0.02,0.90401,Deep_Neurons,SCZ,Human
BNIP3,0.12,0.44416,Deep_Neurons,SCZ,Human
BOC,-0.17,0.04173,Deep_Neurons,SCZ,Human
BPGM,0.10,0.36799,Deep_Neurons,SCZ,Human
BRAF,0.02,0.79026,Deep_Neurons,SCZ,Human
BRCA1,-0.05,0.51839,Deep_Neurons,SCZ,Human
BRCA2,-0.03,0.73659,Deep_Neurons,SCZ,Human
BTC,0.02,0.76424,Deep_Neurons,SCZ,Human
BUB1,0.03,0.73815,Deep_Neurons,SCZ,Human
BUB3,0.01,0.96621,Deep_Neurons,SCZ,Human
C3,0.04,0.56270,Deep_Neurons,SCZ,Human
C5,0.04,0.60047,Deep_Neurons,SCZ,Human
CA2,-0.03,0.76138,Deep_Neurons,SCZ,Human
CA4,-0.03,0.65725,Deep_Neurons,SCZ,Human
CAB39,0.12,0.29858,Deep_Neurons,SCZ,Human
CACNA1A,0.02,0.73534,Deep_Neurons,SCZ,Human
CACNA1B,0.03,0.61995,Deep_Neurons,SCZ,Human
CACNA1C,-0.04,0.48133,Deep_Neurons,SCZ,Human
CACNA1D,-0.09,0.12709,Deep_Neurons,SCZ,Human
CACNA1I,-0.01,0.89341,Deep_Neurons,SCZ,Human
CAD,-0.08,0.24704,Deep_Neurons,SCZ,Human
CALCRL,0.03,0.77248,Deep_Neurons,SCZ,Human
CALML6,-0.05,0.61540,Deep_Neurons,SCZ,Human
CALR,0.03,0.81650,Deep_Neurons,SCZ,Human
CAMK2A,0.04,0.69845,Deep_Neurons,SCZ,Human
CAMK4,-0.02,0.80440,Deep_Neurons,SCZ,Human
CAMKK2,-0.09,0.38174,Deep_Neurons,SCZ,Human
CAPN1,-0.05,0.49371,Deep_Neurons,SCZ,Human
CAPN2,0.03,0.75428,Deep_Neurons,SCZ,Human
CARD11,0.06,0.59966,Deep_Neurons,SCZ,Human
CASP1,-0.05,0.56121,Deep_Neurons,SCZ,Human
CASP12,0.03,0.74227,Deep_Neurons,SCZ,Human
CASP3,-0.01,0.93286,Deep_Neurons,SCZ,Human
CASP6,0.03,0.77965,Deep_Neurons,SCZ,Human
CASP7,-0.02,0.83286,Deep_Neurons,SCZ,Human
CASP8,0.00,0.96944,Deep_Neurons,SCZ,Human
CASP9,-0.05,0.62567,Deep_Neurons,SCZ,Human
CAT,0.03,0.75457,Deep_Neurons,SCZ,Human
CAV1,-0.03,0.69891,Deep_Neurons,SCZ,Human
CBL,-0.08,0.33738,Deep_Neurons,SCZ,Human
CBLB,-0.01,0.93370,Deep_Neurons,SCZ,Human
CBR1,-0.01,0.94192,Deep_Neurons,SCZ,Human
CBX3,0.31,0.19962,Deep_Neurons,SCZ,Human
CCL11,-0.09,0.32323,Deep_Neurons,SCZ,Human
CCL17,-0.06,0.44872,Deep_Neurons,SCZ,Human
CCL2,-0.13,0.18801,Deep_Neurons,SCZ,Human
CCL20,-0.01,0.95563,Deep_Neurons,SCZ,Human
CCL26,-0.07,0.44092,Deep_Neurons,SCZ,Human
CCL5,-0.10,0.31826,Deep_Neurons,SCZ,Human
CCL7,-0.08,0.35891,Deep_Neurons,SCZ,Human
CCNA2,0.06,0.36585,Deep_Neurons,SCZ,Human
CCNB2,0.05,0.60950,Deep_Neurons,SCZ,Human
CCND1,0.00,0.95998,Deep_Neurons,SCZ,Human
CCND2,-0.06,0.49532,Deep_Neurons,SCZ,Human
CCNE1,0.09,0.19880,Deep_Neurons,SCZ,Human
CCNG1,0.09,0.31599,Deep_Neurons,SCZ,Human
CCNG2,-0.02,0.82428,Deep_Neurons,SCZ,Human
CCNH,0.04,0.69908,Deep_Neurons,SCZ,Human
CCR1,-0.04,0.73109,Deep_Neurons,SCZ,Human
CCR3,-0.01,0.87986,Deep_Neurons,SCZ,Human
CCR4,-0.11,0.22261,Deep_Neurons,SCZ,Human
CCR5,-0.11,0.20683,Deep_Neurons,SCZ,Human
CCR8,-0.15,0.06521,Deep_Neurons,SCZ,Human
CCS,0.00,0.96597,Deep_Neurons,SCZ,Human
CD14,-0.01,0.88472,Deep_Neurons,SCZ,Human
CD19,0.01,0.89093,Deep_Neurons,SCZ,Human
CD22,-0.05,0.54924,Deep_Neurons,SCZ,Human
CD28,-0.26,0.01078,Deep_Neurons,SCZ,Human
CD36,-0.07,0.35849,Deep_Neurons,SCZ,Human
CD3D,-0.13,0.21453,Deep_Neurons,SCZ,Human
CD4,-0.06,0.38546,Deep_Neurons,SCZ,Human
CD40,-0.03,0.62696,Deep_Neurons,SCZ,Human
CD44,0.00,0.96419,Deep_Neurons,SCZ,Human
CD79A,0.01,0.88082,Deep_Neurons,SCZ,Human
CD79B,0.03,0.70255,Deep_Neurons,SCZ,Human
CD80,0.02,0.75475,Deep_Neurons,SCZ,Human
CD81,-0.04,0.65299,Deep_Neurons,SCZ,Human
