HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
HMGCR,-0.15,0.02873,AMP_AD_MSSM_PHG_ALL,AD,Human
HMGCS1,-0.13,0.09981,AMP_AD_MSSM_PHG_ALL,AD,Human
HMOX1,0.38,0.00870,AMP_AD_MSSM_PHG_ALL,AD,Human
HNRNPK,0.05,0.07187,AMP_AD_MSSM_PHG_ALL,AD,Human
HPRT1,-0.26,0.00010,AMP_AD_MSSM_PHG_ALL,AD,Human
HRAS,-0.09,0.05165,AMP_AD_MSSM_PHG_ALL,AD,Human
HSD17B10,0.10,0.13047,AMP_AD_MSSM_PHG_ALL,AD,Human
HSD17B12,0.02,0.74453,AMP_AD_MSSM_PHG_ALL,AD,Human
HSP90AA1,-0.11,0.12434,AMP_AD_MSSM_PHG_ALL,AD,Human
HSP90B1,0.06,0.26882,AMP_AD_MSSM_PHG_ALL,AD,Human
HSPA1A,0.30,0.07940,AMP_AD_MSSM_PHG_ALL,AD,Human
HSPB1,0.73,0.00002,AMP_AD_MSSM_PHG_ALL,AD,Human
HSPD1,0.07,0.15852,AMP_AD_MSSM_PHG_ALL,AD,Human
HTR1A,-0.27,0.03187,AMP_AD_MSSM_PHG_ALL,AD,Human
HTR2A,-0.41,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
HTR7,-0.13,0.17477,AMP_AD_MSSM_PHG_ALL,AD,Human
HTRA2,-0.01,0.89996,AMP_AD_MSSM_PHG_ALL,AD,Human
HTT,-0.08,0.00799,AMP_AD_MSSM_PHG_ALL,AD,Human
ICAM1,0.25,0.17651,AMP_AD_MSSM_PHG_ALL,AD,Human
ID1,0.32,0.01064,AMP_AD_MSSM_PHG_ALL,AD,Human
ID2,0.01,0.79324,AMP_AD_MSSM_PHG_ALL,AD,Human
IDE,-0.06,0.04365,AMP_AD_MSSM_PHG_ALL,AD,Human
IDH1,0.10,0.05963,AMP_AD_MSSM_PHG_ALL,AD,Human
IDH3A,-0.12,0.01046,AMP_AD_MSSM_PHG_ALL,AD,Human
IDI1,-0.08,0.17422,AMP_AD_MSSM_PHG_ALL,AD,Human
IFNAR1,0.09,0.00424,AMP_AD_MSSM_PHG_ALL,AD,Human
IFNAR2,0.02,0.55527,AMP_AD_MSSM_PHG_ALL,AD,Human
IFT57,0.08,0.06910,AMP_AD_MSSM_PHG_ALL,AD,Human
IGF1R,0.14,0.00095,AMP_AD_MSSM_PHG_ALL,AD,Human
IGF2,0.53,0.00875,AMP_AD_MSSM_PHG_ALL,AD,Human
IGFBP3,-0.05,0.69143,AMP_AD_MSSM_PHG_ALL,AD,Human
IKBKB,0.17,0.00010,AMP_AD_MSSM_PHG_ALL,AD,Human
IKBKE,0.20,0.04992,AMP_AD_MSSM_PHG_ALL,AD,Human
IKBKG,-0.21,0.00098,AMP_AD_MSSM_PHG_ALL,AD,Human
IL10RA,0.29,0.01005,AMP_AD_MSSM_PHG_ALL,AD,Human
IL17RB,0.27,0.00219,AMP_AD_MSSM_PHG_ALL,AD,Human
IL18,0.29,0.01082,AMP_AD_MSSM_PHG_ALL,AD,Human
IL1R1,0.24,0.13318,AMP_AD_MSSM_PHG_ALL,AD,Human
IL6R,0.28,0.00092,AMP_AD_MSSM_PHG_ALL,AD,Human
IL6ST,0.19,0.00049,AMP_AD_MSSM_PHG_ALL,AD,Human
IMPA1,-0.17,0.00129,AMP_AD_MSSM_PHG_ALL,AD,Human
IMPDH1,0.00,0.94330,AMP_AD_MSSM_PHG_ALL,AD,Human
INHBA,0.32,0.00871,AMP_AD_MSSM_PHG_ALL,AD,Human
INPP4A,-0.17,0.00006,AMP_AD_MSSM_PHG_ALL,AD,Human
INPP5D,0.26,0.00321,AMP_AD_MSSM_PHG_ALL,AD,Human
INPPL1,0.29,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
INSR,0.12,0.00132,AMP_AD_MSSM_PHG_ALL,AD,Human
IRAK1,0.13,0.02018,AMP_AD_MSSM_PHG_ALL,AD,Human
IRF1,0.24,0.00728,AMP_AD_MSSM_PHG_ALL,AD,Human
IRF7,0.31,0.00066,AMP_AD_MSSM_PHG_ALL,AD,Human
IRF9,0.25,0.00426,AMP_AD_MSSM_PHG_ALL,AD,Human
IRS1,-0.01,0.86826,AMP_AD_MSSM_PHG_ALL,AD,Human
IRS2,0.10,0.04897,AMP_AD_MSSM_PHG_ALL,AD,Human
ISG15,-0.15,0.11619,AMP_AD_MSSM_PHG_ALL,AD,Human
ITCH,0.05,0.09759,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGA11,-0.14,0.02805,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGA2B,-0.14,0.05995,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGA4,-0.02,0.85937,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGA5,0.23,0.05613,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGA6,0.28,0.00062,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGAL,0.43,0.00098,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGAM,0.20,0.05680,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGAV,0.18,0.00675,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGB1,0.30,0.00005,AMP_AD_MSSM_PHG_ALL,AD,Human
ITGB2,0.33,0.02054,AMP_AD_MSSM_PHG_ALL,AD,Human
ITPA,-0.14,0.00779,AMP_AD_MSSM_PHG_ALL,AD,Human
ITPR1,-0.20,0.00128,AMP_AD_MSSM_PHG_ALL,AD,Human
ITPR3,0.25,0.00205,AMP_AD_MSSM_PHG_ALL,AD,Human
JAG1,-0.01,0.88506,AMP_AD_MSSM_PHG_ALL,AD,Human
JAK1,0.04,0.12045,AMP_AD_MSSM_PHG_ALL,AD,Human
JAK2,0.07,0.09197,AMP_AD_MSSM_PHG_ALL,AD,Human
JAK3,-0.29,0.00458,AMP_AD_MSSM_PHG_ALL,AD,Human
JUN,0.11,0.13123,AMP_AD_MSSM_PHG_ALL,AD,Human
JUNB,0.35,0.00598,AMP_AD_MSSM_PHG_ALL,AD,Human
JUP,0.28,0.00034,AMP_AD_MSSM_PHG_ALL,AD,Human
KAT5,-0.01,0.71530,AMP_AD_MSSM_PHG_ALL,AD,Human
KCNC3,-0.16,0.09118,AMP_AD_MSSM_PHG_ALL,AD,Human
KCNJ10,0.39,0.00058,AMP_AD_MSSM_PHG_ALL,AD,Human
KCNJ6,-0.06,0.40925,AMP_AD_MSSM_PHG_ALL,AD,Human
KCNN2,-0.25,0.00008,AMP_AD_MSSM_PHG_ALL,AD,Human
KDM1A,-0.05,0.06376,AMP_AD_MSSM_PHG_ALL,AD,Human
KDR,0.37,0.00807,AMP_AD_MSSM_PHG_ALL,AD,Human
KEAP1,0.14,0.00009,AMP_AD_MSSM_PHG_ALL,AD,Human
KIDINS220,0.00,0.95837,AMP_AD_MSSM_PHG_ALL,AD,Human
KIF3A,-0.12,0.00273,AMP_AD_MSSM_PHG_ALL,AD,Human
KIF5A,0.00,0.97830,AMP_AD_MSSM_PHG_ALL,AD,Human
KIT,0.05,0.63344,AMP_AD_MSSM_PHG_ALL,AD,Human
KITLG,-0.10,0.08124,AMP_AD_MSSM_PHG_ALL,AD,Human
KLB,0.14,0.20388,AMP_AD_MSSM_PHG_ALL,AD,Human
KLF4,0.41,0.01222,AMP_AD_MSSM_PHG_ALL,AD,Human
KMO,-0.43,0.00008,AMP_AD_MSSM_PHG_ALL,AD,Human
KMT2A,0.07,0.02967,AMP_AD_MSSM_PHG_ALL,AD,Human
KRAS,-0.11,0.00441,AMP_AD_MSSM_PHG_ALL,AD,Human
KYNU,0.29,0.10374,AMP_AD_MSSM_PHG_ALL,AD,Human
L2HGDH,-0.15,0.00047,AMP_AD_MSSM_PHG_ALL,AD,Human
LAMC1,0.16,0.00235,AMP_AD_MSSM_PHG_ALL,AD,Human
LAMC3,0.14,0.10835,AMP_AD_MSSM_PHG_ALL,AD,Human
LATS2,0.43,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
LCP2,0.12,0.16575,AMP_AD_MSSM_PHG_ALL,AD,Human
LDHD,-0.02,0.69817,AMP_AD_MSSM_PHG_ALL,AD,Human
LDLR,0.10,0.39379,AMP_AD_MSSM_PHG_ALL,AD,Human
LEF1,0.36,0.00019,AMP_AD_MSSM_PHG_ALL,AD,Human
LEPR,0.08,0.42031,AMP_AD_MSSM_PHG_ALL,AD,Human
LIMK1,-0.22,0.00011,AMP_AD_MSSM_PHG_ALL,AD,Human
LIPE,0.11,0.22296,AMP_AD_MSSM_PHG_ALL,AD,Human
LPAR1,0.20,0.08763,AMP_AD_MSSM_PHG_ALL,AD,Human
LPAR6,0.25,0.00067,AMP_AD_MSSM_PHG_ALL,AD,Human
LPCAT3,0.03,0.60982,AMP_AD_MSSM_PHG_ALL,AD,Human
LPIN1,0.18,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
LPL,-0.36,0.00288,AMP_AD_MSSM_PHG_ALL,AD,Human
LRP1,0.09,0.01822,AMP_AD_MSSM_PHG_ALL,AD,Human
LRP6,0.08,0.06429,AMP_AD_MSSM_PHG_ALL,AD,Human
LRRK2,-0.17,0.00006,AMP_AD_MSSM_PHG_ALL,AD,Human
LSM4,-0.16,0.00035,AMP_AD_MSSM_PHG_ALL,AD,Human
LTA4H,0.00,0.91462,AMP_AD_MSSM_PHG_ALL,AD,Human
LYN,0.20,0.05486,AMP_AD_MSSM_PHG_ALL,AD,Human
MAD1L1,-0.09,0.00591,AMP_AD_MSSM_PHG_ALL,AD,Human
MAD2L2,0.05,0.40869,AMP_AD_MSSM_PHG_ALL,AD,Human
MAF,0.26,0.00171,AMP_AD_MSSM_PHG_ALL,AD,Human
MAGED1,-0.17,0.00130,AMP_AD_MSSM_PHG_ALL,AD,Human
MALT1,-0.02,0.58620,AMP_AD_MSSM_PHG_ALL,AD,Human
MAML3,0.24,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
MAOA,0.06,0.40681,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP2K1,-0.14,0.02093,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP2K3,0.20,0.00145,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP2K4,-0.13,0.01019,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP2K5,-0.10,0.00400,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP2K6,-0.11,0.03935,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP2K7,0.04,0.20899,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K1,0.13,0.00747,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K10,-0.03,0.56862,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K11,0.10,0.03324,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K14,0.22,0.00081,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K2,0.09,0.00344,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K3,0.13,0.00077,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K5,0.17,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K7,0.08,0.00258,AMP_AD_MSSM_PHG_ALL,AD,Human
MAP3K8,0.20,0.05225,AMP_AD_MSSM_PHG_ALL,AD,Human
MAPK1,0.01,0.76378,AMP_AD_MSSM_PHG_ALL,AD,Human
MAPK14,-0.05,0.09417,AMP_AD_MSSM_PHG_ALL,AD,Human
MAPK7,0.13,0.01846,AMP_AD_MSSM_PHG_ALL,AD,Human
MAPK8,-0.18,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
MAPKAP1,0.04,0.22808,AMP_AD_MSSM_PHG_ALL,AD,Human
MAPKAPK2,0.33,0.00005,AMP_AD_MSSM_PHG_ALL,AD,Human
MAPT,-0.05,0.17663,AMP_AD_MSSM_PHG_ALL,AD,Human
MARCKS,0.04,0.54331,AMP_AD_MSSM_PHG_ALL,AD,Human
MAX,0.13,0.00036,AMP_AD_MSSM_PHG_ALL,AD,Human
MCAT,-0.10,0.05504,AMP_AD_MSSM_PHG_ALL,AD,Human
MCCC1,-0.01,0.64161,AMP_AD_MSSM_PHG_ALL,AD,Human
MCL1,0.28,0.00170,AMP_AD_MSSM_PHG_ALL,AD,Human
MCM2,-0.02,0.82990,AMP_AD_MSSM_PHG_ALL,AD,Human
MCM3,0.09,0.09749,AMP_AD_MSSM_PHG_ALL,AD,Human
MCM4,-0.18,0.00086,AMP_AD_MSSM_PHG_ALL,AD,Human
MCM5,0.25,0.00325,AMP_AD_MSSM_PHG_ALL,AD,Human
MCM6,-0.05,0.35289,AMP_AD_MSSM_PHG_ALL,AD,Human
MCM7,0.17,0.00717,AMP_AD_MSSM_PHG_ALL,AD,Human
MCOLN1,-0.16,0.00038,AMP_AD_MSSM_PHG_ALL,AD,Human
MDH1,-0.24,0.00038,AMP_AD_MSSM_PHG_ALL,AD,Human
MDM2,0.13,0.00004,AMP_AD_MSSM_PHG_ALL,AD,Human
ME2,-0.06,0.08462,AMP_AD_MSSM_PHG_ALL,AD,Human
MECR,-0.17,0.00015,AMP_AD_MSSM_PHG_ALL,AD,Human
MED1,0.06,0.03493,AMP_AD_MSSM_PHG_ALL,AD,Human
MEF2A,0.04,0.32614,AMP_AD_MSSM_PHG_ALL,AD,Human
MEF2C,-0.26,0.00012,AMP_AD_MSSM_PHG_ALL,AD,Human
MET,-0.34,0.01335,AMP_AD_MSSM_PHG_ALL,AD,Human
MGLL,-0.07,0.18157,AMP_AD_MSSM_PHG_ALL,AD,Human
MICA,0.25,0.00571,AMP_AD_MSSM_PHG_ALL,AD,Human
MIR34A,-0.01,0.90641,AMP_AD_MSSM_PHG_ALL,AD,Human
MITF,0.25,0.00018,AMP_AD_MSSM_PHG_ALL,AD,Human
MLH1,-0.02,0.51104,AMP_AD_MSSM_PHG_ALL,AD,Human
MLKL,0.27,0.05368,AMP_AD_MSSM_PHG_ALL,AD,Human
MLST8,-0.05,0.28531,AMP_AD_MSSM_PHG_ALL,AD,Human
MME,0.04,0.80084,AMP_AD_MSSM_PHG_ALL,AD,Human
MMP2,0.41,0.00058,AMP_AD_MSSM_PHG_ALL,AD,Human
MPST,0.26,0.00013,AMP_AD_MSSM_PHG_ALL,AD,Human
MSH2,-0.14,0.00007,AMP_AD_MSSM_PHG_ALL,AD,Human
MSH3,-0.04,0.27768,AMP_AD_MSSM_PHG_ALL,AD,Human
MSH6,0.09,0.01976,AMP_AD_MSSM_PHG_ALL,AD,Human
MSN,0.49,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
MSX1,0.28,0.01762,AMP_AD_MSSM_PHG_ALL,AD,Human
MTOR,-0.06,0.03694,AMP_AD_MSSM_PHG_ALL,AD,Human
MTR,-0.06,0.15608,AMP_AD_MSSM_PHG_ALL,AD,Human
MTTP,0.33,0.00488,AMP_AD_MSSM_PHG_ALL,AD,Human
MVD,-0.03,0.59145,AMP_AD_MSSM_PHG_ALL,AD,Human
MVK,-0.08,0.18235,AMP_AD_MSSM_PHG_ALL,AD,Human
MYC,0.20,0.07880,AMP_AD_MSSM_PHG_ALL,AD,Human
MYD88,0.12,0.24912,AMP_AD_MSSM_PHG_ALL,AD,Human
MYL12B,-0.10,0.00113,AMP_AD_MSSM_PHG_ALL,AD,Human
MYL9,0.18,0.33848,AMP_AD_MSSM_PHG_ALL,AD,Human
MYO6,0.19,0.00031,AMP_AD_MSSM_PHG_ALL,AD,Human
NAE1,-0.07,0.06697,AMP_AD_MSSM_PHG_ALL,AD,Human
NAGLU,0.21,0.00392,AMP_AD_MSSM_PHG_ALL,AD,Human
NAGS,0.01,0.85364,AMP_AD_MSSM_PHG_ALL,AD,Human
NAT8L,-0.01,0.90120,AMP_AD_MSSM_PHG_ALL,AD,Human
NCAM1,0.09,0.04563,AMP_AD_MSSM_PHG_ALL,AD,Human
NCBP1,0.16,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
NCF2,0.34,0.00907,AMP_AD_MSSM_PHG_ALL,AD,Human
NCK1,0.10,0.01236,AMP_AD_MSSM_PHG_ALL,AD,Human
NCK2,-0.06,0.27400,AMP_AD_MSSM_PHG_ALL,AD,Human
NCKAP1,-0.06,0.05116,AMP_AD_MSSM_PHG_ALL,AD,Human
NCL,-0.03,0.45182,AMP_AD_MSSM_PHG_ALL,AD,Human
NCOA2,0.08,0.00327,AMP_AD_MSSM_PHG_ALL,AD,Human
NCOA3,0.04,0.17114,AMP_AD_MSSM_PHG_ALL,AD,Human
NCOA4,0.10,0.00026,AMP_AD_MSSM_PHG_ALL,AD,Human
NCOR1,0.07,0.02274,AMP_AD_MSSM_PHG_ALL,AD,Human
NCSTN,0.02,0.54990,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA1,-0.11,0.01427,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA10,-0.18,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA11,-0.22,0.00039,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA12,-0.23,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA13,-0.03,0.74191,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA2,-0.14,0.01142,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA3,-0.06,0.27501,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA4,-0.18,0.00016,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA5,-0.26,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA6,-0.13,0.00140,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA8,-0.13,0.00409,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFA9,-0.11,0.01911,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFAB1,-0.16,0.00217,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB1,-0.14,0.00441,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB10,-0.04,0.28295,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB11,-0.13,0.00145,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB2,-0.15,0.00363,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB3,-0.10,0.06146,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB4,-0.02,0.64709,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB5,-0.20,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB6,-0.11,0.02326,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB7,-0.05,0.29545,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB8,-0.21,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFB9,-0.07,0.07183,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFC1,-0.10,0.00562,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS1,-0.07,0.00800,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS2,-0.03,0.38230,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS3,-0.20,0.00002,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS4,-0.06,0.14307,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS5,-0.11,0.00634,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS6,0.03,0.63428,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS7,-0.15,0.00390,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFS8,-0.12,0.00880,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFV1,-0.13,0.00023,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFV2,-0.02,0.70548,AMP_AD_MSSM_PHG_ALL,AD,Human
NDUFV3,-0.03,0.45672,AMP_AD_MSSM_PHG_ALL,AD,Human
NEFH,-0.27,0.06306,AMP_AD_MSSM_PHG_ALL,AD,Human
NEFL,-0.33,0.00008,AMP_AD_MSSM_PHG_ALL,AD,Human
NEFM,-0.35,0.00165,AMP_AD_MSSM_PHG_ALL,AD,Human
NEO1,0.30,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
NEUROD1,-0.17,0.17660,AMP_AD_MSSM_PHG_ALL,AD,Human
NF1,-0.04,0.08742,AMP_AD_MSSM_PHG_ALL,AD,Human
NFATC1,0.33,0.00046,AMP_AD_MSSM_PHG_ALL,AD,Human
NFATC2,0.33,0.00030,AMP_AD_MSSM_PHG_ALL,AD,Human
NFE2L2,0.26,0.00032,AMP_AD_MSSM_PHG_ALL,AD,Human
NFKB1,0.18,0.00083,AMP_AD_MSSM_PHG_ALL,AD,Human
NFKB2,0.35,0.00206,AMP_AD_MSSM_PHG_ALL,AD,Human
NFKBIA,0.19,0.06788,AMP_AD_MSSM_PHG_ALL,AD,Human
NFYA,0.09,0.03887,AMP_AD_MSSM_PHG_ALL,AD,Human
NGFR,0.47,0.02408,AMP_AD_MSSM_PHG_ALL,AD,Human
NKD1,0.21,0.00973,AMP_AD_MSSM_PHG_ALL,AD,Human
NKX2-2,0.13,0.27493,AMP_AD_MSSM_PHG_ALL,AD,Human
NLK,-0.07,0.09515,AMP_AD_MSSM_PHG_ALL,AD,Human
NME6,0.05,0.12038,AMP_AD_MSSM_PHG_ALL,AD,Human
NOS1,-0.02,0.78992,AMP_AD_MSSM_PHG_ALL,AD,Human
NOS1AP,-0.17,0.01174,AMP_AD_MSSM_PHG_ALL,AD,Human
NOS2,-0.38,0.00062,AMP_AD_MSSM_PHG_ALL,AD,Human
NOS3,0.27,0.03638,AMP_AD_MSSM_PHG_ALL,AD,Human
NOTCH1,0.34,0.00005,AMP_AD_MSSM_PHG_ALL,AD,Human
NPC2,0.45,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
NPY,-0.25,0.04250,AMP_AD_MSSM_PHG_ALL,AD,Human
NQO1,0.27,0.02693,AMP_AD_MSSM_PHG_ALL,AD,Human
NR1H3,0.02,0.72327,AMP_AD_MSSM_PHG_ALL,AD,Human
NR3C1,0.07,0.07952,AMP_AD_MSSM_PHG_ALL,AD,Human
NR4A1,0.08,0.56456,AMP_AD_MSSM_PHG_ALL,AD,Human
NR4A3,0.00,0.96511,AMP_AD_MSSM_PHG_ALL,AD,Human
NRF1,-0.01,0.90399,AMP_AD_MSSM_PHG_ALL,AD,Human
NRG1,-0.30,0.00021,AMP_AD_MSSM_PHG_ALL,AD,Human
NRG2,0.01,0.85596,AMP_AD_MSSM_PHG_ALL,AD,Human
NRG3,-0.06,0.17501,AMP_AD_MSSM_PHG_ALL,AD,Human
NRG4,-0.40,0.00018,AMP_AD_MSSM_PHG_ALL,AD,Human
NSF,-0.15,0.07054,AMP_AD_MSSM_PHG_ALL,AD,Human
NTN1,0.34,0.00002,AMP_AD_MSSM_PHG_ALL,AD,Human
NTNG1,-0.20,0.00459,AMP_AD_MSSM_PHG_ALL,AD,Human
NTRK2,0.13,0.01586,AMP_AD_MSSM_PHG_ALL,AD,Human
NTRK3,-0.08,0.02814,AMP_AD_MSSM_PHG_ALL,AD,Human
OAT,-0.15,0.00018,AMP_AD_MSSM_PHG_ALL,AD,Human
ODC1,0.04,0.62048,AMP_AD_MSSM_PHG_ALL,AD,Human
OGDH,-0.01,0.87662,AMP_AD_MSSM_PHG_ALL,AD,Human
OLR1,0.60,0.00001,AMP_AD_MSSM_PHG_ALL,AD,Human
OPLAH,0.19,0.01646,AMP_AD_MSSM_PHG_ALL,AD,Human
ORC2,-0.02,0.53892,AMP_AD_MSSM_PHG_ALL,AD,Human
ORC3,-0.05,0.17655,AMP_AD_MSSM_PHG_ALL,AD,Human
ORC4,-0.10,0.03228,AMP_AD_MSSM_PHG_ALL,AD,Human
ORC5,-0.05,0.14550,AMP_AD_MSSM_PHG_ALL,AD,Human
ORC6,-0.28,0.00017,AMP_AD_MSSM_PHG_ALL,AD,Human
OXCT1,-0.09,0.04255,AMP_AD_MSSM_PHG_ALL,AD,Human
OXSM,-0.17,0.00174,AMP_AD_MSSM_PHG_ALL,AD,Human
OXTR,-0.31,0.06639,AMP_AD_MSSM_PHG_ALL,AD,Human
PAH,-0.12,0.27593,AMP_AD_MSSM_PHG_ALL,AD,Human
PAICS,0.10,0.00071,AMP_AD_MSSM_PHG_ALL,AD,Human
PAK1,-0.40,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
PAK4,0.03,0.54387,AMP_AD_MSSM_PHG_ALL,AD,Human
PAPSS2,-0.05,0.56512,AMP_AD_MSSM_PHG_ALL,AD,Human
PARD3,0.45,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
PARD6A,-0.10,0.10558,AMP_AD_MSSM_PHG_ALL,AD,Human
PARK7,-0.01,0.70257,AMP_AD_MSSM_PHG_ALL,AD,Human
PARP1,0.05,0.08359,AMP_AD_MSSM_PHG_ALL,AD,Human
PARVB,-0.12,0.01789,AMP_AD_MSSM_PHG_ALL,AD,Human
PAX6,0.19,0.00921,AMP_AD_MSSM_PHG_ALL,AD,Human
PBX1,0.00,0.98383,AMP_AD_MSSM_PHG_ALL,AD,Human
PC,0.09,0.02144,AMP_AD_MSSM_PHG_ALL,AD,Human
PCBP2,0.00,0.94447,AMP_AD_MSSM_PHG_ALL,AD,Human
PCNA,0.04,0.49616,AMP_AD_MSSM_PHG_ALL,AD,Human
PDE10A,-0.41,0.00000,AMP_AD_MSSM_PHG_ALL,AD,Human
PDE11A,0.05,0.64463,AMP_AD_MSSM_PHG_ALL,AD,Human
PDE1A,-0.14,0.02223,AMP_AD_MSSM_PHG_ALL,AD,Human
PDE3B,-0.15,0.00064,AMP_AD_MSSM_PHG_ALL,AD,Human
PDE7B,-0.03,0.67565,AMP_AD_MSSM_PHG_ALL,AD,Human
PDE8A,0.10,0.23680,AMP_AD_MSSM_PHG_ALL,AD,Human
PDGFA,0.05,0.37075,AMP_AD_MSSM_PHG_ALL,AD,Human
PDGFB,0.08,0.18960,AMP_AD_MSSM_PHG_ALL,AD,Human
PDGFRA,-0.04,0.62957,AMP_AD_MSSM_PHG_ALL,AD,Human
PDGFRB,0.26,0.00055,AMP_AD_MSSM_PHG_ALL,AD,Human
PDHA1,-0.12,0.00240,AMP_AD_MSSM_PHG_ALL,AD,Human
PDK1,-0.09,0.05664,AMP_AD_MSSM_PHG_ALL,AD,Human
PDPK1,-0.13,0.01912,AMP_AD_MSSM_PHG_ALL,AD,Human
PDYN,0.14,0.40207,AMP_AD_MSSM_PHG_ALL,AD,Human
PECR,-0.06,0.16906,AMP_AD_MSSM_PHG_ALL,AD,Human
PER1,0.04,0.57717,AMP_AD_MSSM_PHG_ALL,AD,Human
PER2,-0.09,0.22156,AMP_AD_MSSM_PHG_ALL,AD,Human
PEX10,0.04,0.43535,AMP_AD_MSSM_PHG_ALL,AD,Human
PFAS,-0.09,0.04528,AMP_AD_MSSM_PHG_ALL,AD,Human
PFKFB2,0.11,0.20948,AMP_AD_MSSM_PHG_ALL,AD,Human
PFKFB3,0.29,0.00062,AMP_AD_MSSM_PHG_ALL,AD,Human
PFKL,-0.06,0.14347,AMP_AD_MSSM_PHG_ALL,AD,Human
PGD,-0.01,0.87086,AMP_AD_MSSM_PHG_ALL,AD,Human
PGK1,-0.17,0.00043,AMP_AD_MSSM_PHG_ALL,AD,Human
PGLS,0.09,0.05922,AMP_AD_MSSM_PHG_ALL,AD,Human
PGM1,0.12,0.00603,AMP_AD_MSSM_PHG_ALL,AD,Human
PGM2,0.08,0.11398,AMP_AD_MSSM_PHG_ALL,AD,Human
PGM3,-0.01,0.87654,AMP_AD_MSSM_PHG_ALL,AD,Human
PGR,0.50,0.00255,AMP_AD_MSSM_PHG_ALL,AD,Human
